c_id	c_text	date	author_id	like_count	quote_count	retweet_count	reply_count	hatespeech	toxi	target
1404208013888610313	"@Asmudeus @KoroBaer @HToenne @MalteKaufmann Manchmal ist mir 10 sek. Googeln und mal eben 2 Screenshots machen angenehmer als Tippen. Mag spleenig sein vOv
Und inhaltlich: Ich bin den Scheiß einfach so leid. Fundierte Recherche liefern zu sollen, während ""die Gegenseite"" jeden Rotz als ""Argument"" nutzt. Ich mag nichmehr."	2021-06-13 22:44:14	973289607398940672	1	0	0	1	0	1	public
1388454633295777792	"@ABaerbock Ich bin jetzt schon gespannt wo sie das ganze Geld hernehmen will was sie da so für Klima und Gutmenschentum verteilt...nicht falsch verstehen wenn das geht bin ich der erste der sich über das #Grüne Schlaraffenland für alle freut. 

„Ist das realistisch?“"	2021-05-01 11:25:55	825045453683224576	13	0	0	12	0	1	person
1406985987843108866	@CowgirlGermany @Karl_Lauterbach 👎🏻	2021-06-21 14:42:54	1329474209605672966	0	0	0	0	0	1	public
1400241996867031040	@Karl_Lauterbach @LutzvanderHorst @hazelbrugger Auch das kann die Union  zum Beispiel nicht: Politik auch mal mit Humor verbinden. Eigentlich kann die Union gar nichts außer abkassieren oder?	2021-06-03 00:04:41	820621663016460288	135	0	0	10	0	2	group
1398552114033573920	@commodus1 @Karl_Lauterbach @Alice_Weidel Immer wieder schön ahnungslose Menschen schwadronieren zu hören!	2021-05-29 08:09:42	1340222342593654786	0	0	0	1	0	2	person
1388536054932717573	„Weg des Widerstands“ (10-16 Uhr): Infostände von u.a. AG Antifa @unihh, Barmbeker Ini gegen Rechts, Bergedorfer für Völkerverständigung e.V., linksjugend solid Hamburg, @HamburgRi, Volksinitiative für @ZivilerH|afen, @partei_dkp Hamburg und verdi AK Frieden.	2021-05-01 16:49:27	1329411507399045121	4	0	0	1	0	1	group
1397084035227262978	"Grüne Schizophrenie. Sie wollen keine Waffen nach Israel liefern. Begründung: Keine Waffenlieferung in Krisengebiete. Gestern: Wir müssen Waffen in die Ukraine liefern. Weil das … nun ja.

https://t.co/qep34AADAe"	2021-05-25 06:56:05	4251590387	1	0	0	0	0	2	group
1397151775426232320	AfD geht mit Duo Weidel und Chrupalla in den Bundestagswahlkampf https://t.co/t0XepLTK6w	2021-05-25 11:25:15	963026879728050177	0	0	0	1	0	1	person
1405217417224232964	@Karl_Lauterbach KANN EINER BITTE BITTE DIESEN MANN ENDLICH STOPPEN! IRGENDJEMAND MUSS ES MACHEN!	2021-06-16 17:35:14	1384531641738084353	483	1	25	29	0	2	person
1404895521219747840	"@greenpeace_de Das Greenpeace sich nicht schämt!
Da hatten bestimmt einige Zuschauer und Spieler Angst.
Hattet Ihr wohl schon vergessen:
Fussballspiel in Paris (auch Deutschland:Frankreich) inkl. Kalashnikov, Handgranaten, Sprengstoff (tatp) Westen, zeitgleich mit dem Anschlag Bataclan."	2021-06-15 20:16:08	202740010	430	1	29	13	0	2	group
1390779780505739271	"@polenz_r @CDU ""Die eigenen Parteifreund:innen sollen [...] überzeugt werden.""
Vier Erfolg damit - ehrlich gemeint.
Die Überzeugung gelingt aber leider am besten über Angstargumente die Wahl zu verlieren.
Für Sachargumente ist die CDU leider taub.
Siehe Merz bei Lanz. Und Merz ist team Laschet."	2021-05-07 21:25:13	1267399149055553536	2	0	0	0	0	2	group
1391655037571633153	@JulesRade @PaulaSchulz19 @ntvde Selbst die andere Gästen mussten Laschet zustimmen, denn es geht letztendlich auch darum. dass wir alle noch Lohn und Brot haben. Dafür hatte Frau Neubauer nur ein Kopfschütteln übrig.	2021-05-10 07:23:11	56128302	0	0	0	0	0	1	person
1390500273114820615	"Echt jetzt Paul? 
Statt DE DE über alles gibt's  wichtigeres!
Der Wert eines Menschen sollte an erster Stelle stehen nicht das was die @CDU daraus gemacht hat. Lobbyieren  Lügen, Betrügen u. das eigene Portemonnaie füllen steht für euch an erster Stelle! #NieMehrCDUCSU https://t.co/7bIBTotGKh"	2021-05-07 02:54:34	961244083955159046	7	0	0	0	1	2	group
1386916979676573704	Stell dir vor „Nazi“ ist über Jahrzehnte ein Schimpfwort, wie zum Beispiel Hurensohn und plötzlich gibt es einige, die sogar stolz drauf sind, so genannt zu werden. Dann werden es immer mehr und du willst auch ein Hurensohn , ... Sorry, ... ich meinte Nazi sein 1/	2021-04-27 05:35:50	1384670397329727489	0	0	1	1	0	2	person
1390025325782917120	"@Karl_Lauterbach Grosse Welle?

Wie geht es ihrem Auge? 👀 https://t.co/ElgPRy19e9"	2021-05-05 19:27:17	1244761670569922560	212	0	27	15	0	1	person
1406596062136225797	"@Xrxtn @Thetruewitch @Alice_Weidel @UweJunge Also auch ich als Heterosexueller Mann fühle mich nicht diskriminiert 
Keine Ahnung wie Sie auf so was kommen 
Ganz im Gegenteil ich finde es toll das Manuel Neuer für Diversität und gleichgeschlechtliche Liebe einsteht 🥳🥳"	2021-06-20 12:53:29	1233490814359175171	8	0	0	1	0	1	person
1391447665443999748	"@Nora_Helene1 @reitschuster ""Giftspritze"" disqualifiziert Sie schon ohne dass man weiterlesen muß 😉
#Schwurbler #Leerdenker"	2021-05-09 17:39:09	23766399	3	0	0	1	0	1	person
1390738841678585866	@Kalle3D @UGrabowy @Lugverbotszone @jens_140081 @ViolaPriesemann Hm, ich glaube echt alles was du anderen vorwirftst, ist geeignet um vor deiner eigenen Tür zu kehren ❤️ soviel Aggression ohne Grundlage und ohne Sinn, ne Menge Energie die du ins falsche Rohr schießt. Du kannst weiter rumjammern, das es Querdenker gibt, mich stören die nicht.	2021-05-07 18:42:33	1386435529441484801	0	0	0	1	0	1	person
1399090418604781568	@Karl_Lauterbach Und dabei ist eine nährstoffreiche vegane Ernährung echt kein Hexenwerk und sowohl lecker als auch gesund 🙏🏻 weiß echt nicht wie man das im Jahr 2021 immer noch nicht gecheckt und seine Ernährung umgestellt haben kann 🤷🏼‍♀️	2021-05-30 19:48:44	948510904160747521	66	0	0	21	0	2	public
1388334498060832768	@ben_brechtken @SerapGueler Maaßen ist vor allem eines: inkompetent.	2021-05-01 03:28:33	73964776	65	1	0	40	0	2	person
1387006439160438785	Unertls CSU Vogelscheuche und die Grüne Annalena Baerbock https://t.co/18Xx3EKLVW	2021-04-27 11:31:19	66759601	0	0	0	0	0	2	person
1386925834703970306	"#Impfneid, als ob..  
wieder so ein völlig schwachsinniger Framing-Begriff"	2021-04-27 06:11:01	337397765	108	2	14	6	0	2	
1391649945149747203	@Nora_Helene1 @reitschuster Übrigens wenn Sie Teil einer Studie werden, müssen Sie dafür einwilligen!	2021-05-10 07:02:57	186813764	0	0	0	0	0	1	public
1385372208210530304	"@Velofisch @JanAlbrecht Wenn ich Medien und ""gleichgeschaltet"" im Zusammenhang mit unserem Land lese, bekomme ich immer das würgen.
Dieses Framing dient doch nur der Unterdrückung von Diskussionen durch rechte. Das Schauspieler so etwas mitmachen ist einfach nur zum 🤮🤮🤮"	2021-04-22 23:17:28	1205962227238522882	239	0	2	14	0	2	group
1401592038081110017	@digging_trigger @PDominke @reitschuster Der Westen wird grüner?? Arabischer vielleicht, aber doch nicht grüner 😂	2021-06-06 17:29:16	1385811022427082752	4	0	0	2	0	2	group
1389237991277797380	@NinaHallmann @Kutchulu Uns geht es sehr gut, verglichen mit anderen Orten auf der Erde! Die Pandemie wird vorbei gehen und alles wird sich wieder normalisieren. Ich hoffe, dass sich dann so mancher Querdenker vor seinen Kindern und Enkeln schämen wird, wenn sie über dieses Kapitel der Geschichte reden!	2021-05-03 15:18:42	1361620054727655425	0	0	0	1	0	1	group
1391192943856398346	@Karl_Lauterbach Ich warte weiter auf Ihr Statement zum 1.Mai und zur Entschuldigung bezüglich Ihrer Lüge zum Durchschnittsalter der ITS-Patienten	2021-05-09 00:46:59	828200219095478272	50	0	0	13	0	2	person
1404033801555169280	@LillyBlaudszun @janboehm come to rhineland palatinate, the land where milk and honey flows and a wisdom queen rules (ich schreib das auf Englisch weil RLP auf Englisch so ulkig klingt) https://t.co/Y39UTFXuuz	2021-06-13 11:11:58	1119960096904290305	0	0	0	0	0	1	
1388160431127207936	@joehannes11 @Hans456789 @Karl_Lauterbach Witzig auch weil du der Meinung bist das es keinen Aufschrei in Dt. Geben würde wenn die Impfung so schlimm wäre...	2021-04-30 15:56:52	1035975907167666177	0	0	0	1	0	1	person
1406625510659137543	@MichaelDhr1 @kristen_peter @Xrxtn @Alice_Weidel @UweJunge Und die Kapitänsbinde, hm?	2021-06-20 14:50:30	1365419804581060614	0	0	0	1	0	1	public
1387127140332736515	@thorstenknott @gabonn Man muss nur an den Unsinn glauben den man schreibt, oder? Wir wären viel weiter, fast frei,  hätten wir den totalen Lockdown, auch tagsüber, schon vor einem Jahr durchgeführt wie von seriösen Virologen empfohlen.	2021-04-27 19:30:56	1276719008	0	0	0	1	0	1	public
1399244122725171205	@Tagesspiegel Es wird Zeit, dass Angela Merkel für Jens Spahn ihr vollstes Vertrauen ausspricht.	2021-05-31 05:59:30	1258645342943416322	0	0	0	0	0	1	person
1403933667534192644	@reitschuster Ich finde Deine Berichterstattung sehr viel verstörender..Aber anscheinend bekommst du das Geld von der Afd immer in der Dumm Skala! Von 10,  könnte auch aus der Bild sein( wenig Geld) bis 1,ist so dämlich das es auch Afd Wähler verstehen ( viel Geld). Ist ja alles dabei. https://t.co/341E8n4Cta	2021-06-13 04:34:04	1308653501849968641	39	0	0	14	1	2	person
1390750616763441152	@Milchzahn90 Das hat Karlsruhe denen erzählt https://t.co/UO3TCbUCPl	2021-05-07 19:29:20	56530362	1	0	0	0	0	1	public
1405144927483400195	"@greenpeace_de Was es trotzdem JETZT braucht
- Kohleausstieg 2025
- massiver Ausbau Erneuerbare
- weniger Fleisch (CO2, Methan,
  Tierschutz etc.)
- Agrarwende
- Energiedämmung🏠
- höherer Spritpreis
- keine Straßenpanzer
- Kerosinsteuer
- weniger Inlandsflüge
- Bahnausbau
- ÖPNV: Ausbau &amp; frei"	2021-06-16 12:47:11	91539497	267	4	92	35	0	1	public
1384086166639575041	"@gutzeit_eims @DieLinke_HH ach Ihr seid Antifa, die schwarz Vermummten die in der Stadt randalieren, Autos anzünden, Scheiben einschmeißen, alle möglichen Wände voll schmieren? Danke für die Info.
Wenn Sie jetzt bitte noch mitteilen könnten wer der Kopf der Zerstörungsbande ist?"	2021-04-19 10:07:11	1175078609482067974	1	0	0	0	1	3	group
1390741647705743361	"@Luisamneubauer @geirrchris Auch wenn 782x Kommentare zu viel für 1x #AnneWill: Fokus auf Maßnahmen!
☀️ Energiewende: EEG + CO2-Preis
🚗 Verkehr: Verbrenner-Aus + Autobahn-Moratorium
🌱 Renaturierung: Schutz alter Wald + Moore vernässen
Und btw, gibt zur Klimakrise auch noch #Artenkollaps 🐝"	2021-05-07 18:53:42	3435548872	8	0	1	1	0	1	public
1404930048931549184	@greenpeace_de Ständig werden die unzähligen toten, vertriebenen oder um ihre Lebensgrundlage beraubten Menschen ignoriert, denen die Klimakatastrophe keine Zukunft lässt. Die Hasswelle gegen eure kritikwürdige, aber mutige Aktion ist reine Heuchelei! Heute habt ihr unsere Solidarität.	2021-06-15 22:33:20	1302226417493643270	25	2	0	24	0	2	group
1398903216255942659	@janboehm Der Holocaust hat nicht in islamischen Ländern stattgefunden	2021-05-30 07:24:51	1214923302436790272	3	0	0	10	0	1	public
1389579595310145542	Tiefer Respekt vor @AfDVerdachtfall - sich ständig diesen Müll von den Kaufmanns, Brandners und Co. der #fckafd    reinzuziehen, um diese zu entlarven. Da braucht es doch K.tztüten ohne Ende #noafd	2021-05-04 13:56:07	390147378	0	0	0	1	0	2	group
1388454516748689412	@ABaerbock Für Großunternehmen kein Thema. Kleine Familienunternehmen sind aufgrund der drückenden Steuerlast dann gezwungen Mitarbeiter zu entlassen oder alternativ in den Konkurs zu gehen.	2021-05-01 11:25:27	1156751573315403777	24	0	0	15	0	1	group
1405281123354124289	@Crosshead16 @Heinzjean @SteffenSchlager @Karl_Lauterbach Covid-Tote = Verstorben nach einem positiven PCR-Test mit Ct&lt;50 - unabhängig von der Todesursache?	2021-06-16 21:48:23	1203247406	0	0	0	1	0	1	group
1405182299050852360	"@geierwalley @ErwinSchmidbau4 @janboehm es gibt einen Grund für Flugverbotszonen, Fußballstadien sind solche
Das Verletzen einer Flugverbotszone ist eine schwerwiegende Straftat"	2021-06-16 15:15:41	1129879300596019201	0	0	0	1	0	1	public
1398596085837357058	@Melolontha12 @EschViola @FreiFrank3 @herr_sin @Karl_Lauterbach @Alice_Weidel Mehr Bürgerbeteiligung bei politischen Entscheidungen kommt dann.	2021-05-29 11:04:26	262798421	0	0	0	1	0	1	public
1389593795604492289	"@peteraffel @Der_Dutschi Ich bleibe skeptisch.. die schreien jetzt schon nach Lockerung..  kaum war man im lockdown.. sie kapieren es halt nicht..  Jojo-Effekt seit Herbst.. 🤷🏻‍♂️
Hab ne bar, mach bisschen im Sommer außen, aber ab Herbst rechne mit erneuter Schließung 🤷🏻‍♂️"	2021-05-04 14:52:32	2398215861	1	0	0	1	0	1	public
1387108863929954305	"@waldorf_charles Verzweifelter Kampf gegen die Maßnahmen das Virus einzudämmen, unter Missachtung aller Warnungen von Wissenschaftlern wurde nach drei Jahren beendet. 
Jetzt massiver Lockdown."	2021-04-27 18:18:19	1332042645133209604	2	0	0	0	0	1	group
1384001332919488520	"In jedem Handbuch für Pandemie Bekämpfung kann man nachlesen, dass man einen Polizeistaat errichten muss, um der Bedrohung Herr zu werden! Versteht ihr denn einfach nicht, dass es nur zu eurem Besten ist, wenn man euch den Schädel einschlagen möchte? 

#COVID19"	2021-04-19 04:30:05	1327978233292333056	156	0	44	8	1	3	group
1385352522781573124	@THiSiZGi0 @Elyas_MBarek Abgehalfterte Schauspieler. Es gibt deutlich größere und bekanntere Schauspieler, die für so ein scheiß sich nicht hingegeben haben. Egal ob es Satire sein soll oder nicht, ist die Außendarstellung einfach totaler Müll gewesen und Querdenken und AFD feiern das ab. GG	2021-04-22 21:59:14	1289563555772104704	6	0	0	1	0	2	group
1395813875279335426	"@__Gepetto__ @jjhavemann Ach echt soll ich oder sollen Sie?
Ihr sollt uns gar nicht über Geschichte unterrichten, ihr seid die Ursache für diesen Holocaust, wieso soll die Palästinenser dafür bezahlen?
Wenn Sie darüber reden, dass die Juden sind die Hauptbewohner,  das stimmt nicht, steht auch in Torah."	2021-05-21 18:48:55	812276288002134016	0	0	0	1	1	3	group
1386292253229043721	"@georgrestle Diese Leerdenker-Wohlstandverwahrlosten-Promis hätten auch ne Kampagne für 

- sichere Bildungseinrichtungen
- effiziente Pandemiebekämpfung
- Solidarität mit Indien 
machen können...

Was machen Sie?
Suchen sich Groupies bei Leerdenkern &amp; Rechten.
Super, klasse gemacht. Nicht."	2021-04-25 12:13:23	1332665291239780354	198	1	15	10	0	2	group
1385378045683453961	@MatthiasMeisner @ImreGrimm Er doch bestimmt rechts, oder?! Bitte sagen Sie es doch um Himmels Willen! Er muss es doch sein. Sagen sie es doch bitte. Sie wollen es doch auch. Sie haben doch die Beweise, Sie schreiben es doch. Er muss rechts sein! SAGEN SIE ES BITTE! #allesdichtmachen #niewiederaufmachen	2021-04-22 23:40:39	3985401580	4	0	1	1	0	2	person
1385172164140277761	"@CSU @Markus_Soeder Fickt euch und eure Drecks nazi Bullen.

https://t.co/w3j6lZGq5U"	2021-04-22 10:02:33	1325121770311962632	0	0	0	0	1	3	group
1397226249571999744	@MelBurn02025218 @veritas60756463 @Karl_Lauterbach Und noch etwas. Es gibt Medikamente die scheinbar recht gut wirken. Dreimal darfst du raten warum die in Deutschland noch nicht eingesetzt werden. Da kanns gar nicht lange genug gehen mit der Zulassung. Aber bei Impfstoffen reicht eine Notfallzulassung.	2021-05-25 16:21:11	1375849195144368131	0	0	0	1	0	1	public
1384077833035677696	@NormalP36820428 @Friedelkorn @erik_fluegge @annewill ... unbeabsichtigte Falschanwendung fällt eventuell erst viel zu spät oder nie auf.	2021-04-19 09:34:04	375828119	1	0	0	1	0	1	public
1387010829372084231	"@neulandrebellen #GRUENEN NO‼️
#Baerbock fordert 😂 man muss nun kein botanischen Wissen haben aber eine ,,PiSSnelke"" erkennt jeder
Solches heuchlerisches Gesindel #Gruene &amp; vorne Klimaschutz 😂und hinterrücks zünden die 💥#Kriegstreiber
Apropo wieviel #Gruene besitzen eigentlich Villa #Berlin 😎"	2021-04-27 11:48:45	757946045632479232	0	0	0	0	1	2	group
1396001778534080512	@reitschuster Boris, erwachsene Kinder können tun und lassen was sie wollen. Eltern sind dafür nicht verantwortlich zu machen, sonst sind wir wieder bei Sippehaft. Söder bietet weiß Gott genug Angriffsfläche, da muss man nicht auf Kinder verweisen.	2021-05-22 07:15:35	1260635069460426752	66	2	1	15	0	1	person
1387450059990736897	"@Andreas22181762 @Genossin_Anetta Ach ja, der Andreas mit der großen Nummer dahinter....
Wunschdenken?"	2021-04-28 16:54:06	2654331274	0	0	0	0	0	1	person
1391612237723443200	@dimetra_ecrit Ist Neubauer aus dem Alter für FFF? Wenn ihr so viel an Klima liege, sollte sie Every Day for Future ins Leben rufen und aufhören nur sinnlos zu  labern.	2021-05-10 04:33:07	147071265	2	0	0	1	0	2	person
1389255355201376264	@GeorgineKellerm Wenn der merkt das man auch in der Türkei aufwacht und in nem Lockdown ist hat der schnell ein anderes Thema und jedem der jetzt noch nicht gemerkt hat das der Typ ein Spinner ist dem ist eh nicht mehr zu helfen.	2021-05-03 16:27:42	1230750816140529664	0	0	0	0	0	2	person
1405631687669829637	@ichverstehdasa1 @SteffenSchlager @Karl_Lauterbach Ich glaube nicht, dass meine Tochter das so sieht. 😉	2021-06-17 21:01:24	867334326102482944	0	0	0	0	0	1	person
1406849135513423873	@Hoellenaufsicht @Alice_Weidel @UweJunge Was schreibt sie? Sie hat mich leider gesperrt. Übrigens für freundliche Nachfragen.	2021-06-21 05:39:06	1171805030602743814	0	0	0	0	0	1	person
1393484376630046720	@berlinerzeitung Auch hier ist klar das sich der Faden bis zu Merkel ins Kanzleramt spannt....	2021-05-15 08:32:19	1393257893370155017	0	0	0	0	0	2	person
1388623652409729030	"@CBreu_AfD Die AfD ist eine faschistische Terrororganisation

Halt die Fresse Nazi"	2021-05-01 22:37:32	852006455708327936	24	0	2	1	1	3	group
1392777746883952641	"@_FriedrichMerz @HGMaassen ist ein Treiber. Die CDU ist überraschend sprachlos. Und einige Möchtegerndenker wollen sogar Staatssekretärinnen den Mund verbieten. #Lesetipp für Sie und Ihr Team: ""Was vorher unsagbar war, bekommt immer mehr Zulauf"" https://t.co/uOwMEp8mTM"	2021-05-13 09:44:26	1045702272213233669	55	0	3	23	1	2	
1391616359834996737	"@ThomasNowakEU @GD_Haffenloher @k_stukenberg @fff_muc @Luisamneubauer @sarfeld Häh? Wie könnte jemand ""Kanzlermaterial"" sein wenn er seit Jahrzehnten in der Politik sitzt und erst auf Argumente hört, wenn sie ihm bei Anne Will an den Kopf geschmissen werden?
Dieser Mann hat eigenhändig seit Jahren (!) Klimapolitik versagt. Mit Anlauf. Trotz aller Argumente."	2021-05-10 04:49:29	845961861308780544	7	0	0	1	0	2	person
1396134229097029635	@reitschuster Ich würde gerne wissen, unter welchen Bedingungen man als Rentner in Russland Einwanderung kann. (Ernstgemeint!) Das ist bei mir in 10 Jahren soweit. Vielleicht fallen Ihnen ein paar Broschüren in die Hand.	2021-05-22 16:01:53	1361790543441838082	10	0	0	11	0	1	person
1384235817216876551	"#Laschet als #Kanzlerkandidat mit einem starken Votum der #CDU ist der Widerspruch schlechthin!
Er ist 2. Wahl, #Baerbock Ist 2. Wahl und Scholz der Kandidat der 2. Wahl Partei #SPD !
Der Rest ist entweder braun #AfD , rote Socke oder hat sich schon mal verpisst #FDP !
🤪
#KFrage"	2021-04-19 20:01:51	3303949923	0	0	0	0	0	2	person
1391417754578718721	@danny_wilmore @HWForster1 🤡	2021-05-09 15:40:18	1315020589086781442	1	0	0	0	0	2	public
1384067759844167683	@SZ Meine Hoffnung ist dass Herr laschet gewinnt und Söder verliert,dieser Mann taugt zu nichts, Söder ist ein übler Blender,wer ihn wählt ,wählt  einen looser.	2021-04-19 08:54:03	1329505008291819522	1	0	0	0	0	2	person
1385168120206270465	diese #Bundesnotbremse erscheint mir eher wie ein Brandbeschleuniger… #IrrungenUndWirrungen	2021-04-22 09:46:29	327894639	2	0	0	0	0	1	public
1396035769840676881	"@reitschuster Ich habe auch schon über Auswanderung nachgedacht. Aber wo ist es wirklich besser als hier. Was nützt schöneres Wetter, geringere Abgaben und Kosten, wenn z.B. das Gesundheitssystem nichts taugt. 
Zur Zeit habe ich das Idealziel noch nicht gefunden."	2021-05-22 09:30:39	1346085683853729793	5	0	0	10	0	1	public
1388467681616089093	"@helgelindh AfD Scheiße, CDU Scheiße, FDP Scheiße.... Nicht wahr? Es lebe der neue Sozialismus! 🙄🤮
https://t.co/zqT69knbPS"	2021-05-01 12:17:46	1315608584915431424	5	0	0	0	0	1	group
1391871296171040768	Heute ist ein Tag um unsere #Solidarität mit #Israel 🇮🇱auszudrücken. Lasst euch nicht mehr alles gefallen von den Terroristen der #Hamas und ich hoffe es lässt sich niemand von der Armada an Lügentrollen auf Twitter beeinflussen die die Angreifer als Opfer darstellen.	2021-05-10 21:42:31	1327925199287758848	0	0	0	0	0	2	group
1406559801501523974	@AndreasKlitzsch @welt Ähm...ja... https://t.co/SRQJ3LUg2h	2021-06-20 10:29:23	1386395753736777730	0	0	0	0	0	1	public
1394369134939578371	@DrStrompen @ZentralratJuden Solange Antisemitismus in den Bundesministerien praktiziert wird, wie z. B. im Bundesministerium für Bildung und Forschung, ändert sich in 🇩🇪 nichts!	2021-05-17 19:08:02	1121321107297054720	0	0	0	0	0	2	group
1405809778358620162	@ABaerbock Das nennt man Planwirtschaft.	2021-06-18 08:49:04	1282567738658033665	50	0	0	10	0	1	person
1403975586838683652	@sunstar1606 @melusia @TigerTi34013939 @reitschuster Und weil es so schön war, noch ein paar just for you 😘 https://t.co/WgP3oiTpdm	2021-06-13 07:20:39	1176218640968036353	0	0	0	1	0	1	person
1389343521472192515	"@sascha_m_k @Umwelthilfe Armin ""Parselmouth"" Laschet. Kohleausstieg 2038, klimaneutral 2040. Und wer den Raum verläßt, der knipst das Klima aus. Mann, Mann, Mann."	2021-05-03 22:18:02	22893545	1	0	0	1	0	2	person
1405253020485566469	@SteffenSchlager @Karl_Lauterbach Ganz genau, sie sagen es der Mensch ist einfach ein Neurotiker es geht nur um sein gestörtes Ego.	2021-06-16 19:56:43	2800838374	0	0	0	0	0	2	person
1386945638265413639	"@drpeternagel #FridaysForFuture @Luisamneubauer : wie wäre es denn mit einem #thursdayforhealth? Oder auch Monday, Tuesday,...
Ihr habt ja schon gezeigt, dass Ihr was bewirken könnt. Macht darauf aufmerksam, dass Ihr nicht durchseucht werden wollt 👊"	2021-04-27 07:29:43	1163516159070801925	4	0	4	0	0	1	group
