	c_text	target
46	witzig auch weil du der meinung bist das es keinen aufschrei in dt geben würde wenn die impfung so schlimm wäre	0
47	und die kapitänsbinde hm	2
48	man muss nur an den unsinn glauben den man schreibt oder wir wären viel weiter fast frei hätten wir den totalen lockdown auch tagsüber schon vor einem jahr durchgeführt wie von seriösen virologen empfohlen	2
49	es wird zeit dass angela merkel für jens spahn ihr vollstes vertrauen ausspricht	0
50	ich finde deine berichterstattung sehr viel verstörender aber anscheinend bekommst du das geld von der afd immer in der dumm skala von könnte auch aus der bild sein wenig geld bis so dämlich das es auch afd wähler verstehen viel geld ist ja alles dabei	0
51	das hat karlsruhe denen erzählt	2
52	was es trotzdem jetzt braucht kohleausstieg massiver ausbau erneuerbare weniger fleisch methan tierschutz agrarwende energiedämmung höherer spritpreis keine straßenpanzer kerosinsteuer weniger inlandsflüge bahnausbau öpnv ausbau amp frei	2
53	ach ihr seid antifa die schwarz vermummten die in der stadt randalieren autos anzünden scheiben einschmeißen alle möglichen wände voll schmieren danke für die info wenn sie jetzt bitte noch mitteilen könnten wer der kopf der zerstörungsbande ist	1
54	auch wenn kommentare zu viel für annewill fokus auf maßnahmen energiewende eeg verkehr renaturierung schutz alter wald moore vernässen und btw gibt zur klimakrise auch noch artenkollaps	2
55	ständig werden die unzähligen toten vertriebenen oder um ihre lebensgrundlage beraubten menschen ignoriert denen die klimakatastrophe keine zukunft lässt die hasswelle gegen eure kritikwürdige aber mutige aktion ist reine heuchelei heute habt ihr unsere solidarität	1
56	der holocaust hat nicht in islamischen ländern stattgefunden	2
57	tiefer respekt vor sich ständig diesen müll von den kaufmanns brandners und der fckafd reinzuziehen um diese zu entlarven da braucht es doch ohne ende noafd	1
58	für großunternehmen kein thema kleine familienunternehmen sind aufgrund der drückenden steuerlast dann gezwungen mitarbeiter zu entlassen oder alternativ in den konkurs zu gehen	1
59	verstorben nach einem positiven mit unabhängig von der todesursache	1
60	es gibt einen grund für flugverbotszonen fußballstadien sind solche das verletzen einer flugverbotszone ist eine schwerwiegende straftat	2
61	mehr bürgerbeteiligung bei politischen entscheidungen kommt dann	2
62	ich bleibe skeptisch die schreien jetzt schon nach lockerung kaum war man im lockdown sie kapieren es halt nicht seit herbst hab ne bar mach bisschen im sommer außen aber ab herbst rechne mit erneuter schließung	2
63	verzweifelter kampf gegen die maßnahmen das virus einzudämmen unter missachtung aller warnungen von wissenschaftlern wurde nach drei jahren beendet jetzt massiver lockdown	1
64	in jedem handbuch für pandemie bekämpfung kann man nachlesen dass man einen polizeistaat errichten muss um der bedrohung herr zu werden versteht ihr denn einfach nicht dass es nur zu eurem besten ist wenn man euch den schädel einschlagen möchte	1
65	abgehalfterte schauspieler es gibt deutlich größere und bekanntere schauspieler die für so ein scheiß sich nicht hingegeben haben egal ob es satire sein soll oder nicht ist die außendarstellung einfach totaler müll gewesen und querdenken und afd feiern das ab gg	1
66	ach echt soll ich oder sollen sie ihr sollt uns gar nicht über geschichte unterrichten ihr seid die ursache für diesen holocaust wieso soll die palästinenser dafür bezahlen wenn sie darüber reden dass die juden sind die hauptbewohner das stimmt nicht steht auch in torah	1
67	diese hätten auch ne kampagne für sichere bildungseinrichtungen effiziente pandemiebekämpfung solidarität mit indien machen können was machen sie suchen sich groupies bei leerdenkern amp rechten super klasse gemacht nicht	1
68	er doch bestimmt rechts oder bitte sagen sie es doch um himmels willen er muss es doch sein sagen sie es doch bitte sie wollen es doch auch sie haben doch die beweise sie schreiben es doch er muss rechts sein sagen sie es bitte allesdichtmachen niewiederaufmachen	0
69	fickt euch und eure drecks nazi bullen	1
70	und noch etwas es gibt medikamente die scheinbar recht gut wirken dreimal darfst du raten warum die in deutschland noch nicht eingesetzt werden da kanns gar nicht lange genug gehen mit der zulassung aber bei impfstoffen reicht eine notfallzulassung	2
71	unbeabsichtigte falschanwendung fällt eventuell erst viel zu spät oder nie auf	2
72	gruenen baerbock fordert man muss nun kein botanischen wissen haben aber eine pissnelke erkennt jeder solches heuchlerisches gesindel gruene amp vorne klimaschutz und hinterrücks zünden die kriegstreiber apropo wieviel gruene besitzen eigentlich villa berlin	1
73	boris erwachsene kinder können tun und lassen was sie wollen eltern sind dafür nicht verantwortlich zu machen sonst sind wir wieder bei sippehaft söder bietet weiß gott genug angriffsfläche da muss man nicht auf kinder verweisen	0
74	ach ja der andreas mit der großen nummer dahinter wunschdenken	0
75	ist neubauer aus dem alter für fff wenn ihr so viel an klima liege sollte sie every day for future ins leben rufen und aufhören nur sinnlos zu labern	0
76	wenn der merkt das man auch in der türkei aufwacht und in nem lockdown ist hat der schnell ein anderes thema und jedem der jetzt noch nicht gemerkt hat das der typ ein spinner ist dem ist eh nicht mehr zu helfen	0
77	ich glaube nicht dass meine tochter das so sieht	0
78	was schreibt sie sie hat mich leider gesperrt übrigens für freundliche nachfragen	0
79	auch hier ist klar das sich der faden bis zu merkel ins kanzleramt spannt	0
80	die afd ist eine faschistische terrororganisation halt die fresse nazi	1
81	ist ein treiber die cdu ist überraschend sprachlos und einige möchtegerndenker wollen sogar staatssekretärinnen den mund verbieten lesetipp für sie und ihr team was vorher unsagbar war bekommt immer mehr zulauf	2
82	häh wie könnte jemand kanzlermaterial sein wenn er seit jahrzehnten in der politik sitzt und erst auf argumente hört wenn sie ihm bei anne will an den kopf geschmissen werden dieser mann hat eigenhändig seit jahren klimapolitik versagt mit anlauf trotz aller argumente	0
83	ich würde gerne wissen unter welchen bedingungen man als rentner in russland einwanderung kann ernstgemeint das ist bei mir in jahren soweit vielleicht fallen ihnen ein paar broschüren in die hand	0
84	laschet als kanzlerkandidat mit einem starken votum der cdu ist der widerspruch schlechthin er ist wahl baerbock ist wahl und scholz der kandidat der wahl partei spd der rest ist entweder braun afd rote socke oder hat sich schon mal verpisst fdp kfrage	0
85		2
86	meine hoffnung ist dass herr laschet gewinnt und söder verliert dieser mann taugt zu nichts söder ist ein übler blender wer ihn wählt wählt einen looser	0
87	diese bundesnotbremse erscheint mir eher wie ein brandbeschleuniger irrungenundwirrungen	2
88	ich habe auch schon über auswanderung nachgedacht aber wo ist es wirklich besser als hier was nützt schöneres wetter geringere abgaben und kosten wenn das gesundheitssystem nichts taugt zur zeit habe ich das idealziel noch nicht gefunden	2
89	afd scheiße cdu scheiße fdp scheiße nicht wahr es lebe der neue sozialismus	1
90	heute ist ein tag um unsere solidarität mit israel auszudrücken lasst euch nicht mehr alles gefallen von den terroristen der hamas und ich hoffe es lässt sich niemand von der armada an lügentrollen auf twitter beeinflussen die die angreifer als opfer darstellen	1
91	ähm ja	2
92	solange antisemitismus in den bundesministerien praktiziert wird wie im bundesministerium für bildung und forschung ändert sich in nichts	1
93	das nennt man planwirtschaft	0
94	und weil es so schön war noch ein paar just for you	0
95	armin parselmouth laschet kohleausstieg klimaneutral und wer den raum verläßt der knipst das klima aus mann mann mann	0
96	ganz genau sie sagen es der mensch ist einfach ein neurotiker es geht nur um sein gestörtes ego	0
97	fridaysforfuture wie wäre es denn mit einem thursdayforhealth oder auch monday tuesday ihr habt ja schon gezeigt dass ihr was bewirken könnt macht darauf aufmerksam dass ihr nicht durchseucht werden wollt	1
98	das ist sie ist bei den grünen dumm wie scheiße und natürlich will mal so werden wie all cops are baerbock	0
99	das pflegepersonal kriecht auf dem zahnfleisch und du feierst so eine unsolidarische scheiße von gut betuchten während du der pdl vorwirfst nichts mehr mit der arbeitenden bevölkerung zu tun zu haben	1
100	der hassprediger spangenberg von der afd hat kein problem damit eiskalt den divigate weiter voran zu treiben fakenews gehören ja zum tagesgeschäft der rechtsextremen volkspartei fckafd noafd fcknzs nonazis afdverbotjetzt btw corona divi	1
101	der linksterrorismus zeigt seine hässliche fratze und die ganzen wohlstandslinken wie fff blm aktivisten sind auf dem weg es ihnen gleich zu tun diesen abschaum gilt es zu bekämpfen	1
102	ja leider hat sich dieses ausgrenzende denken in großen teilen der gesellschaft erhalten gilt leider für alle parteien aber speziell für die noafd und die werteunion die revolte im denken muss permanent weiter geführt werden	0
103	politiker journalisten und akteure der zivilgesellschaft verharmlosen linke gewalt und machen sie so salonfähig wer enteignungsdebatten von wohnungsbesitzern führt wie spd grüne und linkspartei oder wenn medien wie das zdf just am tag der ausschreitungen über ihren	2
104	ok danke ich kenne jetzt die impftermine von sämtlichen omas opas richter innen politiker innen hunden katzen twitterusern von und verspüre immer noch keinen impfneid in monat der pandemie mit kids home what wrong with me	2
105	diskrminalisirung gegen menschenhändler ist ein muss deutscher dummshit nazi bulle	1
106	impfstoff wegwerfen ist eine verhöhnung von ärzten und pflegern die persiflage von privilegierten lockdown liebhabern nicht	1
107	komisch keiner der seine medial in szene setzt hat eine ahnung wo er sich angesteckt haben könnte ehrlich ich habe keine ahnung ob ich das glauben sollte amp ob nicht die fidelen clips eher untermauern dass die meisten verläufe leicht sind gute besserung	0
108	das problem darin dass heutzutage soviel direkt als nazi betitelt wird liegt darin dass personen wie sie und ihre widerliche antidemokratische nazi partei dann tatsächlich glauben ein argument gegen die anschuldigungen zu haben	1
109	untersucht alle wurden nach befragt kopfschmerzen müdigkeit und schlaflosigkeit ergebnis kein signifikanter unterschied in den antworten der schüler egal ob sie erkrankt waren oder nicht	1
110	wenn man menschen permanent vorhält das sie rechts rückständig oder gar ein nazi seien wenn ihre meinung von der berliner politik und medienblase abweicht weil die menschen eine ganz andere lebensrealität haben darf man sich nicht wundern wenn die irgendwann so wählen	2
111	sie tun mir leid ganz offensichtlich sind sie ein unglücklicher mensch ich wünsche ihnen alles gute hoffe für sie dass sie den inneren troll bezwingen können	0
112	in germany we say wir brauchen fff germany damit sie unser klima retten we say dieses arbeitslose faule gesindel soll erstmal arbeiten gehen dann dürfens a mitreden and i think great	1
113	ich finde es korrekt dass man sich nicht selbst als antisemit bezeichnen muss um durch seine sprache seinen antisemitismus auszudrücken das sollte uns reichen ein lügner wird sich selbst auch nicht so nennen aber durch lügen entlarvt werden	1
114		2
115	der totale wahnsinn man denke nur an die zig hunderten toten ärzte u pfleger aus den letzten jahrzehnten die täglich zig stunden mit masken arbeiten	1
116	das problem ist dass die industrielle landwirtschaft als argument für optimierte pflanzen herangezogen wird dabei ist erstere aber das übel natürlich gibt es immer mehr mäuler zu stopfen aber trotz allem ist das ganze zu einfach zu sagen gentechnik und alles ist gut	2
117	sowie deine asi freunde eins drüber man kann alles nachlesen aber wenn selbst das zu schwer ist übrigens ist andere als nazi zu betiteln ne straftat das geht jetzt auch raus	0
118	unsere bundeskanzlerin	0
119	es gab zeiten da konnten monitor journalisten noch souverän mit kritik umgehen beachtliche dünnhäutigkeit die wohl ihre gründe hat	1
120	ab jetzt schon steht im neuen ermächtigungsgesetz	2
121	gehts ihnen gut	0
122	es ist nicht der impfneid es ist einfach die angst mehr isses nicht ja meine dummheit aber aber das menschen wie mein bruder der beim einrichten eines testcenters geholfen vorgezogen ist zeigt die fehler in diesem system	2
123	habe gerade einen haufen leute geblockt die die feiern bin überzeugt dass ich einen teil davon vor einigen tagen schon einmal geblockt hatte haben manche einen	0
124	bringt das impfen überhaupt was haben erstimpfung und zahlen der infektionen und toten bleibt unverändert hoch es werden vor allem risikogruppen geimpft u der effekt ist gleich null	2
125	die menschheit verblödet	2
126	ja gegen diskriminierung	2
127	jede situation wird individuell betrachtet und greifen wo nötig ein wir wünschen ihnen einen schönen und friedlichen mai sa	2
128	hat die spd in thüringen vor nicht allzu langer zeit nicht ein des landtages in ihre fraktion aufgenommen einfach mal sacken lassen	1
129	noch schlimmer wenn man mit halbwissen im unterricht andere menschen beeinflusst	2
130	in was für einem land lebe ich denn und wie dumm können schauspieler sein diese kampagne allesdichtmachen ist ja der reinste horror der rechte bodensatz feiert um himmels willen seit wann ist braun sein wieder gesellschaftsfähig	1
131	wie sind wir eigentlich in die situation gekommen dass viele junge menschen öffentlich urteile über menschen fällen ohne dabei belege liefern zu können und wie kommen wir da wieder raus ist das newnormal neubauer annewill	2
132	ja wenn meine antwort auf alles ist das die bösen eliten uns alle umbringen wollen ist dann ist man im land der verschwörungsmythikern gelandet sprich das was an den querdenker kritisiert wird	1
133	an alle impf fanatiker und zerocovid idioten glaubt ihr wirklich dass man mittelfristig ohne impfung nicht in den flieger kann seit ihr so dumm wenn die usa öffnet ohne impfflicht was denkt ihr wie schnell die esel in europa nachziehen	1
134	sie leugnet den klimawandel protzt damit sich nicht impfen zu lassen teilt und liked rechte beiträge was erwarten wir eigentlich von so jemandem	0
135	aber sicher ist doch wenn er impfschaden da ist dann wollen sie aber hilfe nein das wollen sie nicht weil sie wollten es ja probieren gelle sie wollen das russische roulette mit den folgen	2
136	bei aller sympathie einen bildungsausfall zu attestieren ist eine nur schwer verzeihbare und völlig haltlose ohrfeige für die lehrkräfte schülerinnen und schüler sowie deren eltern die in den letzten monaten unfassbares geleistet haben	1
137	armer kleiner waldgermane	0
138	das ist nun wirklich naiv natürlich wird der verein querdenken nicht zum umsturz aufrufen weil es ihn dann postwendend nicht mehr geben wird aber die anhänger auch die rädelsführer tun es immer wieder und handeln auch danach siehe angriff auf reichstag	1
139	ich weiß nicht wen das hier alles betrifft aber bitte informiert euch nicht bei accounts die israel in anführungszeichen schreiben oder inhalte teilen in denen das getan wird oder wo das existenzrecht des staates israel mehr oder weniger direkt in frage gestellt wird	1
140	sie haben es sogar belegt in den naturwissenschaften gibt es keine beweise sondern immer einen haufen von belegen wissenschaft ist nicht so ihre stärke	0
141	kundgebung bekannter reichsbürger abseits der und fragwürdigerweise innerhalb siehe bild der bannmeile besser kann der spiegel hier gar nicht die damals falsche berichterstattung zum reichstagssturm belegen	1
142	wenn dir der grips gehlt um geopolitik zu verstehen ist es nicht meine aufgabe dich aufzuklären	0
143	dein kommentar bestätigt nur meine antwort ich steige übrigens jeden tag auf mein fahrrad man muss keine menschen gefährden um für den umweltschutz zu sein	1
144	habe gestern anfänglich die debatte live verfolgt wie die afd sich da wieder präsentiert hat war typisch destruktiv asozial und bewusst gesundheitsgefährdend für alle anwesenden wird zeit dass dieser mob der nichts als boshafte propaganda verbreitet entsorgt wird	1
145	wie kann man nur sowas retweeten verrückte gibt überall man denke nur an merkel spahn lauterbach amp	0
146	hatte mich eben mit der artzhelferin unterhalten sie meinte das ihr kind heute sportfest hat bei uns in rlp die kinder müssen beim sportfest draußen im freien maske tragen bei zu erwartenden grad hitze heute es ist wirklich eine kinder und menschenquälerrei was los ist	1
147	dummheit hat keine rasse und muss auch so wenig toleriert oder akzeptiert werden lol	2
148	bundesnotbremse tangiert mich peripher da ich sowieso mit dem arsch zu hause hocke jedoch hasse ich bevormundungen jeglicher art das ist die größte bevormundung die ich jemals erlebt habe	2
149	über so viel schwachsinn kann man sich gar nicht ärgern sie kommen ohne feindbild auch nicht wirklich gut durchs leben oder	0
150	du bist offensichtlich echt dumm wie aber gut du stellst es ja gerne auf twitter zur schau deshalb wird es schon deine absicht sein der welt zu zeigen dass es einfach hoffnungslose fälle gibt die sich nicht beheben lassen geh nach polen keiner braucht dich in d	0
151	ja ich bin mir sicher die kinder die letzte woche gestorben sind waren die allergrößte gefahr für israel da kann man schonmal phosphorgranaten draufschmeißen	2
152	du bist zu ungebildet und infantil für gute gespräche	0
153	thorsten schulte demaskiert von super ansar ganz deutschland kennt nun sein wahres gesicht via thorstenschulte ansarberlin querdenker	0
154	aaah die langzeittoten	1
155	wow	2
156	ich vermute wenn ich einen querdenker erschieße dann bin ich genauso dumm wie ein querdenker weil es immer noch die aufgabe von der polizei ist aber ich habe das recht meinen hass gegenüber querdenker zu veröffentlichen	1
157	weil es ein installierter merkel mann ist kann das der grund sein aufwachen junger mann	0
158	trau keiner partei die harz und inzidenzwertgrenze größer zugestimmt hat vorschlag nocovid und endlich wochen alles zu wollt ihr uns den tod verkaufen ihr da auf eurem hohen ross pfui eine spd die den arbeitgebern in hintern kriecht kann weg	1
159	macht das denn irgendeinen unterschied unfassbar dieses gegeneinander aufrechnen und schlimmer als vw sind wohl andere unternehmen mit anderem politischen hintergrund die bei der em sponsoren	1
160	realität und freiheit sind hohe ideale schade dass sie durch großmäulige ignoranten wie sie mißbraucht werden	0
161	dies zu verschweigen zeigt sehr deutlich wie die haltdiefressebild am boden angekommen ist die hässliche fratze die wir schon von den querdenken kennen hetzen und lügen um von den geistig flachen geld sammeln zu können haltdiefressespringerpresse schämt euch	1
162	du bist echt ne lachnummer ich wiederlege deine schießsbefehl lüge und deine einzige antwort ist ja ja lügenpresse und schwurbelst was von putin du bist das beste anschauungobjekt wie dumm und ungebildet es in deutschland abgeht da fällt mir nichts mehr zu ein	0
163	jetzt kommt ja die bundesnotbremse das versagen der politik ist völlig unfassbar ich hätte das niemals für möglich gehalten niemals kein einziger spitzenpolitiker in diesem land taugt was nicht einer alles blender und nichtsnutze unfassbar	1
164	das erschreckende für mich ist sonst wenn cops irgendwo mal ausgetrickst werden also noch nichtmal auf die fresse bekommen kommen die nächstes mal mit kräften bei den selbsternannten irgendwie nicht oder bekomm ich das nur nicht mit	1
165	lusche laschet ist ganz alleine schuld am niedergang der cdu nur um sich gebauchpinselt zu fühlen opfert er die führung in deutschland was für ein mieser charakter	0
166	wenn politiker wie bernd lucke afd über ausländische arbeitslose sprechen und sie als bodensatz unserer gesellschaft bezeichnen opferrolle mal wieder on fleek	1
167	sind sie wirklich so oder wollen sie mich nur verarschen	0
168	wobei man schon fragen darf ob die direkte ansprache als afdp spinner nicht justiziable grenzen überschreitet und ich hab auch keine lust sowas mit meinen gebühren zu bezahlen um ehrlich zu sein	2
169	ich kleiner kann ja zum glück noch etwas sagen über querdenker schwurbler und andere pandemieleugner ohne dass sie mir die tl vollrotzen ich kann sagen dass das vollidioten sind denen man mal so richtig ins gehirn gemulcht hat passiert nix geil	1
170	es ist eine schande was hier passiert jetzt regiert merkel bis ins wohnzimmer diese person ist ein satan und monster mich gruselt es vor dieser person das ist kriminell	0
171	das handsymbol zeigt doch ich trau mich es ja gar nicht in den mund zu nehmen arschloch	2
172	ja und je nach variante können werte von eine ansteckungsgefahr bedeuten oder eben nicht bei alpha und delta reicht halt schon weniger virus als beim wildtyp daher ist ein hoher beim wildtyp wenig bedenklich bei alpha oder delta aber schon eher	2
173	mal wieder krasse kommentare hier die bürgerliche mitte steckt teilweise so tief im arsch der polizei dass sie ganz braun wieder rauskommt	1
174	wenn dich das erschüttert solltest du mal auf eine querdenker demo gehen wenn irgendwelche asoziale querdenker auf polizisten einprügeln oder herr haintz auf frauen losgeht ganz starker typ	1
175	armes kind mit solchen eltern	0
176	du weißt dass homosexuell ist und sogar mit einer migrantin zusammen lebt du bist einfach solch ein kind	0
177	das trifft vielleicht für die wähler der afd zu aber nicht für deren führungspersonal	1
178	eine woche harter lockdown drückt die zahlen so stark wie vier wochen dillidalli kann man sich überlegen ob man monatelang so weitermacht und menschenleben opfert bis herdenimmunität besteht oder einfach mal zwei drei wochen weitgehend herunterfährt	2
179	bullshit wald	2
180	welch eine hirnlose dumme antwort von ihnen	0
181	nö den begriff geistert immer mal wieder rum kannst du mir das in eigenen verständlichen worten sagen bitte keine links	0
182	laschet ist wie er ist aber grundehrlich söder ist ein schaumschläger	0
183	sehr ihr so wird das gemacht respekt geht raus nach bochum t	1
184	finde ich auch die antisemitischen ausschreitungen ihrer glaubensbrüder und glaubensschwestern sollte man auch ganz schnell vergessen und diesen friedfertigen muslimen vergeben stimmt doch	1
185	jedoch bezeichnend wenn es in den nachrichten um drohungen und gewalt gegen politiker geht daß ausgerechnet die afd ausgespart wird stattdessen stelle ich mit einiger erschütterung fest daß man jetzt auch noch personenschutz für diese unperson finanzieren muß	1
186	sie lehnen sich hier mit ihrer meinung aber ganz schön weit aus dem fenster das maaßen antisemitische inhalte geteilt hat lässt such ja nachprüfen neubauer kann man arrogant finden klima ist nunmal ihr thema da hat sich mittlerweile einfach das fachwissen und laschet nicht	0
187	ich finde laschet nicht schwach er bleibt höflich selbst wenn eine hysteterische göre völlig frei dreht weil man ihr nicht sofort ein eis kauft wenn sie nur laut genug kreischt	0
188	die aktuelle regierung hat es geschafft dass wir jetzt bis arbeiten prognose vom nettolohn spanier testen mit deutschem geld die aber wählt sie einfach weiter ihr wollt es ja nicht wissen	1
189	wo ist denn in deutschland ne klimakrise	2
190	du bist niemand	0
191	klassisches da und da ist alles besser der realitätscheck sagt dann am ende doch was anderes viel spaß mit den hohen inzidenzen in moskau aber das darf man ja seinem nicht verraten wenn sie es raus finden nimmt man das nächste land	1
192	ihr profilbild mit denen die die angst verbreitet haben wäre passender dann gäbe es auch weniger profiteure intensivbetten	0
193	wer hat denn verständnis für	1
194	scheuer und sein ministerium sind nicht nur eines der größten unfallrisiken sondern ein korrupter s haufen der mitsamt dem bmwi deutschlands zukunft mit vehemenz kaputt macht unfähigkeit pur korruption pur ignoranz und dummheit in perfektion	1
195	das behaupten sie jetzt seit jahr die realität zeigt dass infektionszahlen in ganz europa im sommerhalbjahr sinken grund ist die erhöhte	2
196	ein land voller nazis rassisten etc ihr könnt mich alle am arsch lecken bevor vollidioten mich in eine bescheuerte schublade ablegen jedesmal wenn ich deutschland verlasse bin ich automatisch selber ausländer die dummen merken nicht dass sie instrumentalisiert werden	1
197	entweder ist das nur verdammt schlecht kommuniziert oder laschet will doch in nrw bleiben niemand will einen staat der alles regelt eine entfesselung der wirtschaft ist aber nun wirklich kein zukunftsmodell so einen satz hätten merz und lindner auch hinbekommen	0
198	die deutschen sind einfach das dümmste volk auf dem globus wir ackern zahlen und der rest der welt hält die hand auf und denkt daran wenn ihr dagegen sprecht seid ihr rechte nazis jeder hat nur angst davor so hingestellt zu werden lieber zahlen	1
199	du checkst auch nicht was abgeht oder meltem ist die mit der beschissen einstellung sie missgendert leute absichtlich ist nicht so geil rassismus ist auch nicht geil ja aber weil sie scheiß transphoben müll raushaut wird niemand anfangen alle zu hassen	0
