	c_id	c_text	date	author_id	like_count	quote_count	retweet_count	reply_count	hatespeech
19	1.39427048136951e+18	@nothilfe Partner, langjähriger Kollege u Freund @issam_younis muss nach Ankündigung durch israel. Armee mit seiner u 300 weiteren Familien sein Haus in #Gaza verlassen. Hoffentlich passiert ihnen nichts Furchtbares. https://t.co/wEF7MbR739	2021-05-17T12:36:01Z	9.63806224906154e+17	3	0	2	1	0
20	1.403955628071174e+18	"@MartinaWeiss48 @Laika66753508 @reitschuster Und solange nicht alle Erwachsenen geimpft sind sind Kinder nun mal übertäger. 
Mir waren es auch lieber wenn unsere Politiker im Sommer alle Schulen mit Luftfiltern ausgestattet hätten.. Aber das ist leider nicht passiert. Spätestens nach den Sommerferien ist.."	2021-06-13T06:01:20Z	1.3086535018499686e+18	1	0	0	1	0
21	1.4008990532113367e+18	"@ABaerbock Liebe Annalena,
ich pendle täglich 160km  hin und zurück zur Arbeit.
Ich überlege, meinen Job aufzugeben, da ich es mir nicht mehr lange leisten kann, zur Arbeit zu fahren. Bus und Bahn gibt es leider nicht. Watt nu?"	2021-06-04T19:35:36Z	2787292294.0	171	0	9	64	0
22	1.391450817652167e+18	"@Karl_Lauterbach solange die sogenannte grippe/corona umgeht.umso mehr geld verdienen sie.daher reißen sie auch immer und immer wieder panik hoch.
ich werde mich weder impfen lassen noch sonst was tun."	2021-05-09T17:51:41Z	1.2954036096356598e+18	41	0	0	31	0
23	1.3978765577677087e+18	@SOZlALISMUS Aber aber ... Rassismus gegen Weiße gibt es doch gar nicht 🤡	2021-05-27T11:25:17Z	1638083226.0	2	0	0	0	0
24	1.3943881491959194e+18	@mod_nom @DrStrompen @ZentralratJuden Und wie kommen Sie auf diese Zahl ?	2021-05-17T20:23:35Z	7.174390057432596e+17	1	0	0	0	0
25	1.3842801920262226e+18	@wasner_huber @pnp Wieso fürchte? Jede Stimme für die AfD ist richtig und wichtig. 😉😀	2021-04-19T22:58:11Z	472447110.0	0	0	0	0	0
26	1.3841291517040476e+18	@unuffgerescht @Mr369t @CartmanTB2 @PAOKGATE45 @erdantu @Cobeland1 @Meryem79 @neuaubing @NektarAmbrosia1 @ApoIbne @PatronKobra @Xxmanxx40D @GGahnt @Recep32449274 @YuriSch43965199 @batitrakyakiz @ArisKallimachos @Mimoun72105885 @KeremSchamberg Der ist behindert, nr o ist ein heranwachsender voller Fanatismus, er denkt seone vorfahren waren Helden anstatt Mörder	2021-04-19T12:58:00Z	1548300348.0	1	0	0	0	0
27	1.3862916101414216e+18	@Alice_Weidel Leni Riefenstahl... man weiß nicht ob man lachen, weinen oder kotzen soll. Aber süßer Hund. Ist wie bei Kindern, die können auch nichts für ihre Eltern	2021-04-25T12:10:50Z	1.232105238993285e+18	15	0	1	17	0
28	1.3893475799855964e+18	"@ZDFheute Nicht zu vergessen: Vorstand bis Behindertenförderung.
Besonders Frauen= weniger Männer. Scheiß auf Männer mit Behinderung! Drecks (gender)nazis @ECHSENxMENSCH https://t.co/omh97GaJp9"	2021-05-03T22:34:10Z	1.3196812339751895e+18	0	0	1	1	0
29	1.393221024406192e+18	@ABaerbock @c_lindner Herzlichen Glückwunsch zu Ihrem unterhaltsamen Interview https://t.co/GmA3OkMxJL	2021-05-14T15:05:51Z	1.2164089858610504e+18	205	2	17	25	0
30	1.3947182274025267e+18	"@beje_co @JanaW_ @Kugelblitzdemo2 @welt Welche Muttersprache meinst Du denn? Alt- oder Mittelhochdeutsch? Schon mal was von Sprachentwicklung gehört?
Setzen 6"	2021-05-18T18:15:12Z	7.223294075794309e+17	2	0	0	1	0
31	1.4039545368935916e+18	@MartinaWeiss48 @Laika66753508 @reitschuster Und warum beschweren sie sich dann das es keine Impfung für Kinder gibt wenn sie es eh nicht machen lassen wollen	2021-06-13T05:57:00Z	1.3086535018499686e+18	1	0	0	1	0
32	1.3886112750605476e+18	Linke Spinner in Berlin, kein Respekt vor Eigentum, machen die Stadt kaputt und laufen mit Antisemiten und Rassisten, verherrlichen Gewaltstaaten und Massenmörder wie Stalin. Schmutz. #1Mai #b0105	2021-05-01T21:48:21Z	1.3106818434407995e+18	5	0	1	2	0
33	1.4049098617632727e+18	@Gewaltpeter @davidbest95 @greenpeace_de Halt’s Maul Peter	2021-06-15T21:13:07Z	1.047482769192964e+18	0	0	0	0	0
34	1.387003267083817e+18	"@JottEsspunkt @Ahmad_BLN @SchallHeinrich @tazgezwitscher 5 Fehler in einem Satz, Respekt! Ich habe die Verhältnismäßig der Berichterstattung angeprangert - verstehst Du das? Ich habe Dir den Spiegel vorgehalten. Du nennst mich ""Vollidiot"" weil Du mir geistig nicht folgen kannst. Wer ist denn da nun der Vollidiot? 😉"	2021-04-27T11:18:42Z	1.2458414197694996e+18	1	0	0	1	0
35	1.384094299323728e+18	"Jede(r) Kanzler(in) der mehr von  #Digitalisierung versteht und weniger korrupt ist als #CDUCSU ist mir Recht! 
#Baerbock #Kanzlerkandidat #Kanzlerkandidatin"	2021-04-19T10:39:30Z	7.427621111185285e+17	0	0	0	1	1
36	1.4039917279801262e+18	"@Laika66753508 @OrPerception @reitschuster Das war sehr amüsant. 
Schönes Wochenende noch"	2021-06-13T08:24:47Z	1.3086535018499686e+18	1	0	0	1	0
37	1.390620221606609e+18	@BILD @MichaLocalpixel Ist doch gut zu wissen. Die linksextreme / grüne Mischpoke wird bis zur #BTW21 schon noch dafür sorgen, dass kein normal denkender Mensch diesen absurden Quatsch wirklich wählt.	2021-05-07T10:51:11Z	558504997.0	2	0	0	0	0
38	1.4039767225555886e+18	@sunstar1606 @Laika66753508 @TigerTi34013939 @reitschuster Ja ne is klar. Gates, Merkel und van der Leyen aussen vorgenommen,oder was?	2021-06-13T07:25:09Z	42510258.0	0	0	0	1	0
39	1.3891429890507205e+18	"Wer, chronologisch, die letzten 14 Monate verfolgt hat muss, als normal denkender Bürger feststellen, daß Corona ein mieser Steigbügelhalter, für einen Systemwechsel ist. Panik, Spaltung, Strafen, Illner, Denunzierung, Verbote und gleichgeschaltete Medien.  
#Merkel #Lügenpresse"	2021-05-03T09:01:12Z	1.3518022609096008e+18	1	0	0	0	1
40	1.3840513289350963e+18	„Berliner Mietendeckel“ ist nichtig: Das Bundesverfassungsgericht hält den „Berliner #Mietendeckel” für mit dem Grundgesetz unvereinbar. Lesen Sie das Update #Immobilien &amp; Bau von Dr. Leonie Schwarzmeier: https://t.co/whI0FdJvws https://t.co/vwWyDjMPzq	2021-04-19T07:48:45Z	9.337036374859981e+17	3	0	1	0	0
41	1.3985942162095514e+18	@Melolontha12 @_Der_Ketzer_ @FreiFrank3 @herr_sin @Karl_Lauterbach @Alice_Weidel Dss Parlament hat gerade mal gar nix zu sagen, wir haben ja gerade Testpandemie mit willkürlicher Inzidenzzahl und Zerstörung vieler Existenzen. Diese Panikverbreitung alleine rechtfertigt, dass sie alle zurücktreten sollten. Die Kollateralschäden sind immens.	2021-05-29T10:57:00Z	1.272100341228753e+18	0	0	0	1	0
42	1.3883922145318175e+18	"@Linksfraktion @GregorGysi Ernsthaft: Ihr twittert am #1Mai „Werfen Sie ihn endlich.“? 😂😅🤣😂
Find ich witzig, aber ist polit. nicht so klug....

BTW ihr fahrt im Ex-Osten Hasskampagnen Ost vs. West? Was ist los? Das ist Populismus auf widerlichstem #fckafd-Niveau.  Ich wollte euch ja mal wählen ..."	2021-05-01T07:17:53Z	1.2693036899630612e+18	0	0	0	1	0
43	1.3885044147979428e+18	@KimThyTong @moerv_vom_doerf @JohannesNormann @SerapGueler Wenn Vietnam nicht so rassistisch wäre ... auf Grunde seines Kommunismus, würde ich ja nichts sagen ... Aber sind das eigentlich Nationalsozialisten?!	2021-05-01T14:43:44Z	1307466295.0	0	0	0	0	0
44	1.4066345610610688e+18	@Xrxtn @Alice_Weidel @UweJunge Meine Sexualität ist also meine Entscheidung. Soso.	2021-06-20T15:26:28Z	93054398.0	0	0	0	0	0
45	1.3943492346909696e+18	Erzählt bitte nicht, das seien alles nur junge verwirrte Menschen. #HassBeimNamenNennen #Antisemitismus #StandWithIsrael #b1505 https://t.co/Pfkhf0kolv	2021-05-17T17:48:57Z	1.2582885932415508e+18	1	0	0	1	0
46	1.384188645846913e+18	wie kann man nur so blöd sein, diese Vereinigung  von Weltverbesserern zu wählen, glauben DIE wirklich, der Rest der Welt, schert sich um diese dt. grüne Spinnerei? NIEMALS! Aber Kinder von heute, glaubt deren Scheiss, ist eure Zukunft, Wohlstand, Urlaub, Rente   #Baerbock	2021-04-19T16:54:24Z	1.235198962661036e+18	1	0	0	0	0
47	1.406536413860991e+18	@Thetruewitch @Alice_Weidel @UweJunge Dafür hat es die Pride Parade. Ich renn auch nicht mit einer Fahne der Heiligen Mutter Gottes herum, nur weil ich katholisch bin und Christen in vielen Ländern noch immer verfolgt werden.	2021-06-20T08:56:27Z	417062774.0	8	3	0	13	0
48	1.385261478152966e+18	Pls #HaltDieFresseSpringerPresse  endlich. Niemand braucht noch mehr spaltung der Gesellschaft.	2021-04-22T15:57:27Z	1.0438038467310674e+18	0	0	0	0	0
49	1.3960034590784965e+18	@Karl_Lauterbach @Karl_Lauterbach woher nehmen Sie die Zahlen? Bleiben Sie bei den Fakten. Die Inzidenz sinkt. Maximal der Anteil der indischen Variante steigt, was auch am starken Rückgang aller anderen Varianten liegt. https://t.co/iBgxPXRhw9	2021-05-22T07:22:15Z	8.96668771783512e+17	36	0	0	17	0
50	1.3853523569053e+18	"@Kachelmann #allesDichtMachen .. oder...wie man bei eindeutigen Zahlen trotzdem zum falschen Ergebnis kommt..
Honks, alles Honks...
😂wir werden uns in einigen Jahren sehr viel zu verzeihen  haben...😂"	2021-04-22T21:58:35Z	922888321.0	1	0	0	0	0
51	1.3892059089038377e+18	@DrDavidBerger Kann er überhaupt Rechts, Links, Antifa auseinanderhalten??? Er sollte sich erst einmal schlau machen, bevor er so einen Müll verzapft.	2021-05-03T13:11:13Z	1.0006902692290232e+18	0	0	0	0	1
52	1.3885365444206387e+18	@PolizeiHamburg Nächstes mal sagen wir einfach, wir seine Querdenker und rennen mit Reichskriegsflaggen rum. Vielleicht wird’s dann ja was mit der Genehmigung	2021-05-01T16:51:24Z	1.1056653091958006e+18	11	0	0	0	0
53	1.3934882319210783e+18	@Andrea_Stoll_ @PhilHackemann @ABaerbock 🤦‍♀️	2021-05-15T08:47:38Z	1.1624253257012142e+18	3	0	0	0	0
54	1.3884159283129958e+18	"Danke an die Great Reset Macher BillHates, Das Merkel, den NaziProfessor und an alle anderen Eugeniker die für so einen Horror auf Erden sorgen, wegen einer Krankheit mit IFR 0,15%. Schämt euch!! Ihr seid totaler Abschaum!! 
#MerkelMussHängen https://t.co/9BGw1LUagQ"	2021-05-01T08:52:07Z	1.225761646016127e+18	15	0	3	0	0
55	1.3873664951733494e+18	@G_J_60 @Genossin_Anetta @Karl_Lauterbach 1 Sekunde googlen und du findest dutzende Artikel, dass Politiker über mehre Rechte für Geimpfte diskutieren. Wenn dir selbst das zu viel ist, wünsche ich dir gute Besserung 😔	2021-04-28T11:22:03Z	1.2707137584033178e+18	1	0	0	0	0
56	1.3969265675829412e+18	@TeslaKai @reitschuster Kann sich Rauchen exponentiell unbemerkt ausbreiten? Kann Rauchen oder Übergewicht die Intensivstationen innerhalb von wenigen Monaten ohne Maßnahmen überlasten? Kann ich durch Übergewicht jemand anderen schädigen ohne dass dieser es merkt? Beim Rauchen gibt es aus genau diesem..	2021-05-24T20:30:22Z	3140056353.0	0	0	0	2	0
57	1.3949932115259597e+18	"Ach ja, kurz vor der Sommerpause und Ende der Legislatur bietet #Giffey ihren Rücktritt an, kandidiert aber weiter für das Amt des #RegBerlin? 

Ein Schelm, wer denkt, dass da noch schnell einer SPDlerin ein Ministeramt zugeschoben werden soll. 

#Merkel sollte ablehnen."	2021-05-19T12:27:54Z	1.3816296449784627e+18	8	0	0	2	1
58	1.4040010235685274e+18	@Myrkuro @melusia @sunstar1606 @TigerTi34013939 @reitschuster Jeder Idiot kann gerettet werden ist mein Motto. Selbst ein Schlafschaf.	2021-06-13T09:01:43Z	1.1762186409680364e+18	0	0	0	0	1
59	1.394181306397905e+18	"@Rant_ifa @tumalwas @morgenmagazin PS: Denn es scheint als käme diese Debatte den Reuls dieser Welt gar nicht so nicht ungelegen, um jetzt 2 Fliegen mit 1 Klappe zu schlagen:

Um eigenen latenten Antisemitismus zu tarnen und für Migranten neue ""Hau ab""-Gesetze durchzupeitschen.

Also lass die Fernbedienung leben😊"	2021-05-17T06:41:40Z	9.801035159169843e+17	10	0	0	1	1
60	1.3917921975829668e+18	Jack3d durch die Nase bevor ich Bushido behindert schlage	2021-05-10T16:28:12Z	1.3713888216659354e+18	15	0	0	1	0
61	1.3968733220303708e+18	@reitschuster Da wird wieder viel Quatsch erzählt. Kinder und Jugendliche zu impfen ist aus meiner Sicht ein Verbrechen. Die ganze Impferei mit den ,genetischen' Impfstoffen kann ich nicht nachvollziehen. Warum nicht den klassischen Impfstoff von W. Stöcker zulassen?	2021-05-24T16:58:47Z	2824726631.0	34	0	1	10	0
62	1.3906148691126682e+18	"@markrudolph2701 @TBonitz Traurig daran ist, dass die heutige #Antifa als gewalttätiger SPD- und Linken-Sturmtrupp viele wirkliche Antifaschisten abstößt  und sogar diskreditiert.
Darum:
Jeder anständige Mensch ist #Antifaschist. Aber kein anständiger Mensch ist #Antifa."	2021-05-07T10:29:55Z	1.22026472658586e+18	3	0	2	1	1
63	1.388594101700993e+18	Baerbock dechiffriert: Was sie wirklich will – und warum das so brandgef... https://t.co/ggMvmv7pGi via @YouTube  Machen,tuen, haben, nichts können, reden wie im Irrenhaus, woher, es geht. Migration aus allen Rohren und Deutschlands Kinder sind verloren ! Grauenhaft verblödet !	2021-05-01T20:40:07Z	2753305811.0	0	0	0	0	0
64	1.3986309622259917e+18	@Fiver_Galaxy @georgrestle Jeder vernünftige Mensch ist Antifaschist. Aber eben kein Linksextremist. Die gehören mit aller Härte des Rechtsstaats bekämpft genauso wie Rechtsextreme	2021-05-29T13:23:01Z	1.2150222877008568e+18	5	0	0	2	0
65	1.387772816611844e+18	@in_atmen @leipzig04349 @Laforce_61 @WagenMehr @Karl_Lauterbach Das mag ja sein. Gib halt auch in Israel Idioten. Komm mir bitte nicht mit Antisemitismus, bin mit einer Jüdin glücklich verheiratet.	2021-04-29T14:16:37Z	1.3465382912277135e+18	0	0	0	1	0
66	1.3990838449853153e+18	@Karl_Lauterbach Am Ende wird nur künstlich hergestelltes Fleisch langfristig etwas ändern. Die Menschen werden nicht mehr auf Fleisch verzichten. Wir sollten alles dafür tun, Unternehmen zu unterstützen, die „Fleisch aus dem Labor“ herstellen.	2021-05-30T19:22:37Z	2164969404.0	25	0	0	15	0
67	1.3869089327409848e+18	@Asmudeus @georgrestle Berufliche Existenz könnte mir nicht egaler sein. Kenne keinen von denen. Geh und Google den Initiator und sag dann nochmal die anderen seien nicht rechten auf den Leim gegangen. Diese Leute auf Biegen und Brechen zu verteidigen ist einfach scheiße. Gerade, wenn man als Jurno..	2021-04-27T05:03:51Z	1480278380.0	0	0	0	1	0
68	1.3874364167878943e+18	@SabineBr3 @Genossin_Anetta @Karl_Lauterbach https://t.co/UYy23FYMLI	2021-04-28T15:59:53Z	1.3059373626194289e+18	0	0	0	1	0
69	1.3869306590889124e+18	@DeslebensErnst Eben, so habe ich das vor 35 Jahren im Katastrophenschutz gelernt. Harter, kurzer #lockdown , um dann mit effektiven Maßnahmen ein Aufflammen der Pandemie verhindern. Wir haben aber keinen Katastrophenschutz mehr, nicht mal einen Krisenstab.	2021-04-27T06:30:11Z	4859022711.0	1	0	0	0	0
70	1.4030225117811302e+18	@Markus_Soeder Hoffentlich lesen bzw sehen Viele Ihre Warnung vor zu großer Sorglosigkeit die ich jetzt schon sehe. Alle Regeln über Bord werfen ab ins Vergnügen das kann nicht gut gehen.Ich selber halte gerne mehr Abstand u setze auch mal2 ffp2 übereinander.bleibe zuhause ist ok.	2021-06-10T16:13:28Z	1.3818546601060106e+18	5	0	0	17	0
71	1.3842516595057009e+18	"Wenn ich kein Bock mehr hab über Twitter auf

mein eigenes Smartphone erreicht werden zu können,

weil vielleicht die Leute zu behindert sind, dann

werden Sie das sicherlich rechtzeitig herausfinden!"	2021-04-19T21:04:48Z	1.1945956465500283e+18	0	0	0	1	0
72	1.3910387330305024e+18	@Karl_Lauterbach Da hier gerade sehr viele Schwurbler nur antworten, schreib ich ein dickes DANKESCHÖN Herr Lauterbach für ihre unermüdliche Arbeit, damit es ein bißchen ausgewogener hier wird.	2021-05-08T14:34:12Z	263783471.0	48	0	0	12	0
73	1.389470501316268e+18	Es ist noch vor 9 und Austrotwitter hat schon rausgefunden Tirol würde mit falsch positiven Tests absichtlich die Zahlen nach unten manipulieren. Aha. Aber über Querdenker schimpfen 😂😂😂	2021-05-04T06:42:37Z	1.3322686763519304e+18	2	0	0	0	1
74	1.401612268094251e+18	"@Danne79029815 @PeterWex1 @PDominke @reitschuster Heidrich war General der Fallschirmjäger..
Aber Himmler passt zu dir echt gut. 😄"	2021-06-06T18:49:40Z	1.3086535018499686e+18	0	0	0	0	0
75	1.4065808582371615e+18	@Xrxtn @philopolist @Alice_Weidel @UweJunge Bei dir langt auch ein einziger Blick aufs kleine Profil Ego, wenn du schon von Symbolik schwafelst.	2021-06-20T11:53:04Z	3109889933.0	0	0	0	0	0
76	1.395758392887718e+18	Van der Bellen ermahnt türkise Politiker zu Respekt vor Institutionen:  https://t.co/OY52JPNLgK	2021-05-21T15:08:27Z	23085695.0	25	0	4	3	0
77	1.388862773422084e+18	"@ManuelaSchwesig Das mag jetzt herzlos klingen, aber ich glaube Sie haben die Erkrankung nicht gut verkraftet. Sie errichten gerade eine Diktatur aus dem Glauben den Tod von 84 Jährigen verhindern zu können. 

Treten Sie einfach zurück."	2021-05-02T14:27:43Z	5462822.0	48	0	4	15	0
78	1.3885551095719035e+18	"Polizei NRW: Versammlungen am 1. Mai größtenteils störungsfrei

https://t.co/NFtIODWJXX https://t.co/jgt2xl4R9H"	2021-05-01T18:05:10Z	1935441823.0	0	0	0	0	0
79	1.3969247618931794e+18	"@veritas60756463 @MelBurn02025218 @Karl_Lauterbach Und andere wollen Ihre Gesundheit nicht für eine Impfung riskieren. Kann ich sehr gut verstehen! 7% der vollständig geimpften sind bereits verstorben. Natürlich nicht am Impfstoff oder an Corona, sondern eines ""natürlichen"" Todes 🙈"	2021-05-24T20:23:11Z	316008838.0	0	0	0	3	0
80	1.3840814343363174e+18	"Ich wähle die AfD, 
weil ich wünsche das es in Deutschland wieder mit rechten Dingen zugehen und normal werden soll.  Dazu müssen wir der linksversifften Politik ein Ende setzen. 

Rede von Dr. Gottfried Curio (17.04.2021) https://t.co/z2Ril9Ef3I via @FacebookWatch"	2021-04-19T09:48:23Z	928410770.0	2	0	0	1	0
81	1.4040190984351744e+18	"@CisF61 @reitschuster 😳 oh sie missverstehen das! Genau so wird Bobby bezahlt. 
Stand bei Telegramm..oder war es auf Youtube? Auf jeden Fall muss es dann wahr sein."	2021-06-13T10:13:33Z	1.3086535018499686e+18	0	0	0	1	0
82	1.387794185235968e+18	@MaximeDemokrat1 @Sudokusamurai1 @DimitriSoupakis @Alice_Weidel Bei allem Respekt, für diese Entwicklung ist der Islam verantwortlich. Lesen Sie die Geschichte des Taliban. Die haben Oberhand gewonnen, nicht weil die UdSSR dort Krieg geführt hat, sondern weil sich die Afghanen gegenseitig abschlachteten. Und den restlichen Unheil haben sie	2021-04-29T15:41:32Z	1.3543859119419023e+18	0	0	0	1	1
83	1.388514696177795e+18	@ZDFnrw @ZDFheute @ArminLaschet @DGBNRW wer von dieser lusche laschet auch nur ein einziges wort von gestern  noch ernst nehmen kann,der hat von politik keine ahnung!er holt banker merz an bord,dann kommt auch noch rechtsaußen maaßen!rechts schielt er auf das wirtschaftsgejammer und lockerungen,mit links das gegenteil!	2021-05-01T15:24:35Z	1.263175215888171e+18	0	0	0	0	0
84	1.3907215031345562e+18	@ainyrockstar Das ist das typische Lagerdenken, was die meisten Querdenker hinter sich gelassen haben, Stichwort Querfront. Davor haben die Herrschenden den größten Schiss.	2021-05-07T17:33:39Z	1.2780327206109553e+18	0	0	0	0	0
85	1.393176206359552e+18	@HammesfahrInge @DickeFaxen @reitschuster Doch, genau darum ging es	2021-05-14T12:07:46Z	1.0696310616997764e+18	0	0	0	2	0
86	1.4041273218005606e+18	@HToenne @frederic2406 @MalteKaufmann Nö, über deine.	2021-06-13T17:23:35Z	1.3767336705187512e+18	0	0	0	1	0
87	1.384177684444373e+18	@2cuul4u Du willst mir, die ich in etwa 50 Jahre alt bin einen Ekel einreden, den ich nicht habe! Vielleicht solltest mal ein bisschen Respekt lernen vor Frauen, die dich erfahrungsgemäß in die Tasche stecken. Kein einziger Mann in meinem Leben hat das jemals getan!	2021-04-19T16:10:51Z	9.169753957942927e+17	0	0	0	0	0
88	1.393241968105468e+18	@lola_pilates @shoutingcassy @Markus_Soeder Ach ja, unbelegte Aussagen als Quelle...	2021-05-14T16:29:05Z	2953854544.0	0	0	0	1	0
89	1.3869330039019725e+18	"@punktpreradovic @RFuellmich @reitschuster @BMJV_Bund @RegSprecher Merkel macht rückgängig! Das ist niemals auf thüringer Mist gewachsen...

Die nächste Stufe wird sein, dass Leute ohne Gerichtsbeschluss eingesackt werden und in den Knast wandern.

Die widerlichsten Pläne sind sicher schon geschmiedet!!!😐"	2021-04-27T06:39:30Z	3079166525.0	0	0	0	0	0
90	1.4055319001149153e+18	@BCasapietra @LibertyLucas26 @greenpeace_de und Du auf dem Niveau von Denkmonster A. Bearbock? Wenn die Schuhgröße dem IQ entspricht........ 😂	2021-06-17T14:24:53Z	2402155152.0	0	0	0	0	1
