@Einzelfallinfos @FfFrauki Wir sind nunmal Weltmeister...in Aufarbeitung....aber endlose Pfeifen in Vorkehrungen. |LBR| Ich halte alle Politiker für Helfershelfer....sie gehören auf die Anklagebank und nicht in überbezahlten Ruhestand...! |LBR| @AfD .....	OTHER	OTHER	-2.0
Infotweet: Antifaschisten sind alle vernachlässigte Scheidungskinder	OFFENSE	INSULT	-2.0
@gerdm4863 Das ist einfach so...aber noch lange kein Grund Deutschland mit fremden Männern zu fluten....	OFFENSE	ABUSE	-1.0999999999999999
@Ami66Stefan Juden und Christen werden als Schweine und Affen bezeichnet.. Aber das steht ja nur im Koran. Die Suren erspare ich mir jetzt. Lesen.....	OFFENSE	ABUSE	-2.0
@welt Bla bla bla! Lügenpresse verkauft uns mal wider für Dumm! Alles gespieltes Theater!!	OFFENSE	ABUSE	-3.0
@OnlineMagazin Das kann doch nur ein Fake sein !!! Die sind sowenig DEUTSCH wie Erdogan ! Nu gehts wirklich los ! Auch im TV der MSM nur noch NICHTDEUTSCHE ! 🤬🤬🤬☠️☠️☠️🤬🤬🤬	OFFENSE	ABUSE	-0.3
Afghanistan ist ein sicheres Land, wenn Deutschland, England u. |LBR| Frankreich als sicher bezeichnet werden. Leider gab es Anschläge.	OTHER	OTHER	-0.30000000000000004
#illner Das Söder nun auf #AfD Programm macht und die Wahrheit ausspricht,welche nur bei der AfD rassistisch und polemisch,bei Söder aber "bürgernahe Erkenntnis" ist,scheint #87Prozent überhaupt nicht zu stören. |LBR| Ja...so sind sie.Die Heuchler und Doppelmoraler.	OFFENSE	INSULT	-5.7
@Regendelfin Sind selbst Schuld die Dummen Girlies die unbedingt Modell werden wollen,	OFFENSE	INSULT	-1.0
@NorgePrivacy @krippmarie Spätestens seit Blümchen wissen wir welche Waschlappen in der Regierung sitzen....😃😃	OFFENSE	INSULT	-0.30000000000000004
ja das ist was Kinder so aufem kindergartenspielplatz so anstellen und daraus ist der glaube der Moslems endstanden.	OFFENSE	ABUSE	-0.7
Wir sind entsetzt von der Vielzahl menschenverachtender, stigmatisierender und rassistischer Kommentare unter unserer Berichterstattung zur heutigen Kundgebung. Strafrechtlich potentiell relevante Äußerungen werden dokumentiert und ggf. zur Anzeige gebracht. #berlin #jerusalem	OTHER	OTHER	-2.0
@welt Abschieben es sind doch nur Moslems!!	OFFENSE	ABUSE	-0.7
@PolizeiBerlin_E Jeder der hier die Polizei schlecht macht, oder verbal angreift, sollte wissen das sie jedesmal für eine falsche Toleranz Politik unserer Regierung den Kopf hin halten. Jeder Polizist möchte nach getaner Arbeit auch gerne unversehrt zu seiner Familie nach hause gehen können.	OTHER	OTHER	-0.2999999999999996
Änderungsantrag, dass §83 SGO komplett gestrichen wird, wird abgestimmt &amp; abgelehnt	OTHER	OTHER	-1.0
@hdBerretz Die Propaganda wirkt leider bei den Deutschen perfekt, da sie glauben der Onkel von der Tagesschau bringt echte NACHrichten	OTHER	OTHER	-1.0
@Hartes_Geld Bayern sollte auch aus Deutschland austreten	OTHER	OTHER	-0.3
@renomarky @RussiaConnects @SenJohnMcCain McCain erwies sich bisher generell als mit Haut überzogener, verlogener politischer Dreckshaufen	OFFENSE	INSULT	-2.0
Merkel: "Ich sehe nicht, was wir anders machen sollten" &gt; Wie HOHL muss man eigentlich sein, um NICHTS zu begreifen Frau Murksel 🤢	OFFENSE	INSULT	-1.6
@kein_gutmensch @Renft1964 @focusonline Dann solltet ihr Grünes Pack, eure Bodygards verdoppeln!	OFFENSE	ABUSE	-1.3
@jayxthexhuman Das ist leider nicht ganz klar. Unser Ziel war es etwas für alle zu schaffen, die nicht Mann oder Frau sind. Mal sehen was der Gesetzgeber draus macht #dritteoption	OTHER	OTHER	-0.7
@diMGiulia1 Araber haben schon ekelhafte Fressen....!	OFFENSE	ABUSE	-2.0
@anna_IIna @tagesspiegel Den Kleber sollten sie nicht anzeigen sondern *zensiert*!	OFFENSE	ABUSE	-1.0
Wichtige Info für eure Pride Week-Planung: Die für heute geplante Queer HalliGalli Party auf dem Dom kann leider nicht stattfinden.	OTHER	OTHER	-1.0
@BonkeKolja Man kann auch alles übertreiben! 😂😂😂😂😂	OTHER	OTHER	-0.7
@430_BC @st3pp3nwQlf Das schlimme daran ist, das dieser sogenannte Eid, nicht mehr als ein Lippen Bekenntnis ist und man Merkel bei zuwiederhandlung nicht einmal Strafrechtlich belangen kann.	OTHER	OTHER	-1.3
#Islamisierung "Zusammenstöße zw GLÄUBIGEN (Richtig: #Islamisten) &amp; Sicherheitskräften" - #Tagesschau sendet bereits im #Scharia-Modus	OFFENSE	ABUSE	-2.0
@Dauerquerulant Sie meinte, ich solle die Mäuse allein fangen - zu flink die Viecher, ich würde verhungern 😂	OTHER	OTHER	-2.0
Der einzige, der sich noch darüber freut, dass Merkel auf ihrem Stuhl klebt |LBR| ist der beginnende |LBR| Dekubitus.	OFFENSE	INSULT	-0.30000000000000004
Pervers. Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die |LBR| Ungerechtigkeit gewählt haben, fordern sie das in Österreich. Haut ab.	OFFENSE	ABUSE	-0.7
@emrich_5933 @petpanther0 Dieser Typ erinnert mich in Agitation und Erscheinung an Subjekte der NS Zeit, er wird zusammen mit der Raute unser Grab schaufeln, Deutschland und die Deutschen werden zugunsten eines totalitären EU Systems vollständig vernichtet werden	OFFENSE	INSULT	-2.0
@waldruhe @hotnakedlove Das wird das Problem sein, statt Bildung bekommen sie „Aus-bildung“	OTHER	OTHER	-1.0
@maischberger Mit wenigen Maus klicken im Internet, hatten Sie Frau Maischberger heraus finden können das die Aussage von Herr Hollstein eine Lüge war.	OTHER	OTHER	-1.0
@KontaktVito Jedes 4 Kind in Deutschland ist arm. Rentner sammeln Flaschen. Familien bekommen keine Wohnungen. Arbeiten bis 67. Aber wir holen uns noch mehr Sozialfälle ins Land!!! Alles zum Wohl des Deutschen Volkes. Zeit dieses Land zu verlassen.	OTHER	OTHER	-1.0
@Ralf_Stegner SPD ist der größte Dreck geworden....Stegner und Schulz so ziemlich das lächerliste was es zu bieten hat...!	OFFENSE	ABUSE	-2.5
@yartago @happyhaidrich3 Wetten.du bist so ein verbittertes scheidungskind	OTHER	OTHER	-1.0
Türken, die sich die österreichische Staatsbürgerschaft erschlichen haben |LBR| müssen aufgedeckt und verurteil werden. Davonjagen.	OFFENSE	ABUSE	-2.7
Dortmund haut wieder auf die Kacke ! Die wollen die ganzen Braunhäutigen verjagen mit dem Slogan BUNT STATT BRAUN !! BRAVO !!!	OFFENSE	ABUSE	-2.0
@China_Welt_News Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!	OFFENSE	ABUSE	-3.0
@WMDA1978 :D Wir lassen halt nichts aus und arbeiten und langsam in die Neuzeit vor. ;-)	OTHER	OTHER	-0.7
@Dora_Bromberger @lawyerberlin Hetze haben weder Fakten noch Argumente je ersetzt.	OTHER	OTHER	-0.7
Die EU dient zur Aushebelung der Selbstbestimmung der europ. Völker |LBR| Die Migranten sollen eine Wählermehrheit für die EU Wahl schaffen |LBR| Dann wird alles als freier Wille der Nationalstaaten dargestellt. |LBR| Ziel: Zentralregierung in Brüssel 👎👎👎	OFFENSE	ABUSE	-1.0
@DeusVultKTI Nicht nur posten.... Kosten mitteilen denn alles andere läuft nicht. Nicht einmal diese Website	OTHER	OTHER	-0.7
Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die |LBR| Schuld der Amerikaner. Scheinheiliges Volk.	OFFENSE	INSULT	-1.0
Migrantenanteil in Großstädten |LBR| München 36% |LBR| Frankfurt 43% |LBR| Stuttgart 38% |LBR| Nürnberg 37% |LBR| Köln 31% |LBR| Hamburg 27% |LBR| Berlin 25% |LBR| Der Westen so gut wie verloren wenn sich nix ändert	OFFENSE	ABUSE	-0.7
@Magn1ficus @ntvde Merkel bekommt Angst und versucht jetzt mit allen Mitteln ihre Macht zu erhalten!!	OTHER	OTHER	-1.0
@schweizerguy @DuHugonotte In diesem Kiez sollten besser 1000 Wahre Deutsche leben ,als dieses Pack von linken Anarchisten!	OFFENSE	ABUSE	-0.30000000000000004
@hans_obermeier Obwohl Göring kein Interesse hat etwas gutes zu tun ist sie trotzdem nicht unser Problem... |LBR| Sie spricht nur zu einer kleiner Gruppe von Menschen ....die sind das Problem und das sind Deutsche..leider!	OTHER	OTHER	-2.7
@sternde Jerusalem war schon immer die Hauptstadt von Israel genauso wie die Palästinenser schon immer Terroristen waren.	OFFENSE	ABUSE	-1.0
Tja liebe Altparteien. Hättet ihr eine deutsch/bürgerfreundliche Politik gemacht könntet ihr eure Posten behalten |LBR| Jetzt muss es #AfD richten	OTHER	OTHER	-1.0
Erneut Bekanntschaft mit linkem Philosemitismus aus #Deutschland, der bevormundet, gemacht. Meinen kritischen Retweet der #Neonazis vom »3. Weg« warf man mir sogar als Sympathie vor. Dass diese Partei doch gegen #Juden sei, erklärte man mir oberlehrerhaft. Was ein Shmock!	OTHER	OTHER	-1.0
@langerbeats @Vancullo Alles zu spät und verlogen, der Schaden ist angerichtet, alle Parteien müssen weg, das Volk ans Ruder.	OTHER	OTHER	-2.0
@MadamePlissee @Frau_Al3X Ja. Da fehlen dir noch 2. Und die müssen nicht im Kreis w..retweeten, sondern hinausziehen zu den Barbaren und ihnen das Evangelium predigen. Also z.B zu den Mullahs, die gerade eine Frau steinigen, weil ihr Kopftuch verrutscht ist.	OFFENSE	ABUSE	-3.7
@bo_bonn @Grals_Hueter Wie gesagt. Dumme Kinder von alt 68er die man besser abgetrieben, oder besser ins Klo gewichst hätte. Und ich bin kein AFD Wähler.	OFFENSE	ABUSE	-1.3
@IQ_Stimulator Wir brauchen dringend einen RESET der MsM und des Grundschulsystems ohne diese verfluchten Handsockenpuppen schwingenden ÖkoAntifaFeministinnen ! DRINGLICHST !!	OFFENSE	INSULT	-1.0
@thethomaskatz @Grals_Hueter @Imamofpeace @thegreyghostofw Sie nennen es Hallal. Ich nenne es Tierquälerei der schlimmsten Sorte. Und Deutsche Supermärkte unterstützen so etwas sogar.	OTHER	OTHER	-1.0
@erstmal_denken Hoher Anspruch im Namen und wurde für zu leicht befunden ! Du , für sie reicht einfach der Respekt nicht kennst auch den Unterschied zwischen einem Lieferwagen und einem muslimischen Terroristen nicht ! Das böse und schlimme daran ist das du das garnicht willst!	OFFENSE	INSULT	-1.4
@Heinrich_Krug @welt Was, Kurz zu Gast bei der Küchenschabe, hoffe er hat den Kammerjäger dabei	OFFENSE	INSULT	-1.3
Deutschlands Zukunft wird am Hindukusch entschieden #SPD Zitat |LBR| Das stimmt. Wir haben dort verloren. Jetzt fluten die Afganen nach Deutschland und zerstören es von innen.	OFFENSE	ABUSE	-2.0999999999999996
Vehement kotzt sich d. CDU üb. Nazis in d. AfD aus,hatte aber nach 45 Nazitäter in d. Regierung u behinderte d. Aufarbeitung d. 3. Reiches 😜	OFFENSE	ABUSE	-3.0
Endlich angekommen. Die Beschwerde plagt sich immer noch durch den Verkehr. #dritteoption	OTHER	OTHER	-1.7
@Lorbass1962 @MiriamOzen @snowcrash729 @davidermes @jreichelt @LorenzMaroldt @ulfposh @polizeiberlin Noch schlimmer ist, das die EU die Palestina seit Jahren Finanziell unterstützt	OTHER	OTHER	-0.30000000000000004
#Islamisierung #Scharia Beweis: Sagen sie öffentl.: "Katholiken sind schlimmer als die Pest" &amp; KEIN Staatsanwalt wird sich um sie kümmern	OTHER	OTHER	-2.3
Wer die Zuwanderung nach Europa alleine auf die Einzelstaaten abschiebt, hat aus den letzten Jahren nichts gelernt.	OTHER	OTHER	-1.0
@EliDerWanderer @Yuma_lein Schaut euch einfach die dummen Köpfe an....das gehört eindeutig entsorgt...!	OFFENSE	ABUSE	-1.7
@AfD_Bayern @krippmarie Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren. |LBR| Ist zum kotzen!	OFFENSE	PROFANITY	-1.4
@DMFreund1 @krippmarie Träume und Wünsche...leider |LBR| Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser |LBR| Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!	OFFENSE	ABUSE	-0.6000000000000001
@Die_Gruenen @GoeringEckardt Die gesamte deutschfeindliche Asyl-Politik der Altparteien, provoziert einen Bürgerkrieg! Die Grünen werden als erste vernichtet werden!	OFFENSE	ABUSE	-3.0
@Jala_varietas @Grals_Hueter Die Julia hat ja auch 20 Kalte Lötstellen im Kopf. Bestimmt ein Kind der 68er. Sorry aber die hätte man besser ins Klo gewichst. Da wären die heute noch auf Reißen.	OFFENSE	ABUSE	-1.0
@Niklas_G_Salm @AfD So derbe mit der Realität konfrontiert zu werden ist schon ein wenig unmenschlich, find ich 😉😇	OTHER	OTHER	-2.0
#Mobbing an Schulen setzt sich jetzt in der Politik fort |LBR| Altparteien sprechen alle nicht mit der #AfD sondern nur abfällig(Nazi) über sie	OFFENSE	PROFANITY	-3.0
@HenHoffgaard @mboe0407 Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜	OFFENSE	PROFANITY	-2.7
Ich hoffe mal bis Morgen ist der acc noch nicht gebannt ansonsten wünsch ich euch eine Gute Nacht Kameraden	OTHER	OTHER	-0.30000000000000004
@Varg_I_Veum @tagesschau Verlogene Doppelmoralistenheuchler |LBR| Der arme Hund |LBR| #Hetze	OFFENSE	INSULT	-1.7
@SaschaUlbrich Tja,ich denke EU wird an Bürgerkriegen zugrunde gehen, ist ja genau das was die Eliten planen und der gierige LINKE Scheiß machts möglich !	OFFENSE	ABUSE	-2.7
@Aphrabehne Kein Problem, ich fuhr gestern mit Gartenlatschen in die Stadt. Meine Tochter kaufte mir daraufhin ein Lätzchen "Wer kleckert muss ins Heim"	OTHER	OTHER	-1.0
Politiker sind Schauspieler, aber äußerst fiese, da sie ihre Rollen nicht nur spielen, sonder sie leben und sich noch selbst hoch bezahlen.	OTHER	OTHER	-1.0
@RegSprecher Eine "gute Bekanntgabe" wäre, wenn Merkel endlich zurücktreten würde! Ganz Deutschland würde aufatmen!	OTHER	OTHER	-0.04999999999999982
@RegSprecher So sieht Meinungsfreiheit in Deutschland aus, dank dieser Volksverräterin Merkel!! |LBR| Herzlichen Willkommen in der DDR 2.0! Es wird Zeit😡😡😡	OFFENSE	ABUSE	-1.3
@Strack_C Es gibt schon reichlich dumme in den eigenen Reihen...diesmal ist es halt ein arbeitsloser Journalist..!	OFFENSE	INSULT	-0.7
@ludhell123 @Blaue_Rose_ddb Seit Jahren werd n wir von dieser Regierung belogen und jetzt sollen wir glauben das es nur ein Fake ist!! Ich glaube das es echt ist!!	OFFENSE	ABUSE	-0.6000000000000001
@Magoorooma Das ist zum einen falsch, 2016 waren nur rd. 44% d. Asylbewerber*innen Männer ü18, zum anderen hat es gute Gründe, warum oftmals ein (das "stärkste") Familienmitglied zuerst flieht. Schämen sollten sich, folgt man ihrer Argumentation, dann eher die, die Familiennachzug ablehnen.	OTHER	OTHER	-0.6000000000000001
Irgend ein Idiot hat sich über die „Feuerzangenbowle „ aufgeregt weil dieser Film während der Nazizeit gedreht wurde.Was. Ist mit den Bestsellers wie „Emil und die Detektive „ Pünktchen und Anton „oder „das fliegende Klassenzimmer „von Erich Kästner.	OFFENSE	PROFANITY	-2.0
@OwslanderUfo @SM100d Ekelhafte Inszenierung....wir sind hoffnungslos verblödet.	OTHER	OTHER	-2.0
Launige Breitseiten vom Kabarettisten Detlev Wischmeyer wie gewöhnlich gestern beim Jahresempfang von Radio Schleswig-Holstein (RSH).	OTHER	OTHER	-1.0
WEG,WEG,WEG mit LINKS !!! Kein Klagerecht für Migranten ! Keine Unterstützung mit SchwesigRaubgeld für Linksautonome ! Prob gelöst!!!	OFFENSE	ABUSE	-1.0
@KangaRooger @deadhunt16 @mpeteraltona @udukai2002 @PolizeiHamburg Weil diese Antifantenbrut nicht ihre Gesichter zeigt! Solche Linksversifften Menschen gehören nicht auf die Straße sondern .... *zensiert*!	OFFENSE	ABUSE	-1.0
Die 5 % für die Linken sind weggeworfene Stimmen. Ohne sie wäre |LBR| eine CDU/FDP-Regierung möglich. Weg mit den Linken, sie taugen nichts.	OFFENSE	INSULT	-0.7
Wir sollten den deutschen Kinder und Frauen gedenken die durch den #Islam ermordet wurden.	OFFENSE	ABUSE	-0.3
@BlauekeP @anna_IIna Haha...der Schmock @BlauekeP hat sich geschminkt und mich gesperrt... |LBR| Dann habe ich was richtig gemacht...	OTHER	OTHER	-1.0
@shlomosapiens @KrahMax Ich will nicht das es Kriminellen Flüchtlingen Deserteuren und Feiglingen hier besser geht..erst recht nicht dem Afrika-Pack |LBR| Und weder bin ich Rassist noch ein Nazi noch xenophob....!	OFFENSE	ABUSE	-3.0
#Politiker holen #Terroristen ins Land und lassen die #Opfer hilflos zurück.	OFFENSE	ABUSE	-1.7
@jochen_rohrberg @ARDde Wer so aussieht der träumt davon , die sollte mal sich mal auf ihren Geisteszustand untersuchen lassen!	OFFENSE	INSULT	-0.3
Politisch der Ungebildete, Kriegsbilligende und Charakterlose wird im September Merkels Politik wählen &gt; eine Schande für dieses Land. 🤢	OTHER	OTHER	-0.7
Hihihi, ich finde, Merkel bastelte sich aus der CDU/CSU eine neue "Blockflöten-CDU" der DDR, voller JA-Sager und Klatscher, eben ohne Hirn😜	OFFENSE	ABUSE	-1.0
@sonneundmond1 Und genau darum geht es uns nicht, wenn dieser Tage Flaggen mit Davidsternen brennen (nicht nur die israelische Flagge) und Jüdinnen und Juden offen mit dem Tod bedroht. Über diesen Antisemitismus werden wir berichten, egal was Sie von Israel halten. Schönen Tag.	OTHER	OTHER	-3.0
@UdyrSux @welt Merkel Vasallen sind bei Twitter unerwünscht!	OFFENSE	INSULT	-1.7
@Frank_Pasemann Flüchtlingsboote in Küstennähe torpedieren , dann lernen die Sozialschmarotzer schwimmen .Leider sind unsere U -Boote alle nicht einsatzfähig 🛠⚒🔨⛏🔩🔧⚙️	OFFENSE	ABUSE	-1.0
#AfD-Versammlung nach Abgesang der Hymne beendet. #de0701	OTHER	OTHER	-0.3
@krippmarie @jouwatch Facebook ist nur für Posten von Urlaubsbilder geeignet...und den Migranten-Dreck will man uns mit aller Gewalt schönreden..zum kotzen..!!	OFFENSE	ABUSE	-3.0
G20 ist geplante Verarschung von #Merkel |LBR| Die Gewaltexzesse sichern ihren nächsten Wahlsieg |LBR| Außer Spesen nix gewesen	OFFENSE	INSULT	-0.30000000000000004
@politikkaspar @paradoxxiss Dummheit ist in Deutschland seit Stasi-Merkel, weit verbreitet! Übrigens das war sie bei Adolf ebenso und wir wissen alle wohin das führte!	OFFENSE	ABUSE	-2.5999999999999996
@RegSprecher US-Experte sagt Deutschlands Untergang voraus	OTHER	OTHER	-1.0
@MiriamOzen Wie verkommen müssen erst die sein die dieses Gesicht gewählt haben....	OFFENSE	ABUSE	-0.7
@BILD Die meisten Deutschen misstrauen Merkel! |LBR| Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!	OFFENSE	ABUSE	-2.0
Moin Piepser, hänge hier immer noch fest! 20cm Schnee bringen d. Kommunalpolitik durcheinander 😡 Was wollen die Affen dem IS entgegen setzen	OFFENSE	ABUSE	-2.7
@vanderbellen @MatthiasCremer Minister Kickl MUSS seines Amtes enthoben werden.	OTHER	OTHER	-0.7
@sebwan1 @Grals_Hueter Stasi IM Erika alias Merkel bezahlt das ganze noch. Und Maas der neue Heinrich. H regelt das ganze. Wer jetzt denkt das hatten wir schon ist NAZI.	OFFENSE	INSULT	-1.7
@anna_IIna Das sind doch alles masturbierende Pickelplatagen, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃	OFFENSE	ABUSE	-1.3
Warum sollte Brüssel nach Spanien schauen, wurde doch in d. 1990ern ALLES unternommen, um den Balkankonflikt erst zu schüren u. dann, KRIEG😜	OTHER	OTHER	-0.6
@aotto1968_2 @krippmarie Mir egal....soll sie es mit ins Grab nehmen...	OTHER	OTHER	-0.3
@petpanther0 Jeder kann die von Kalergi in den 1920ern verfassten Pamphlete die die Ideologie der heutigen EU vorweg nahmen recherchieren, es ist eine Zionistische rassistische Ideologie die auf Vermischung der Weisen Europäer abzielt, geführt von einer Art Herrenrasse	OFFENSE	ABUSE	-2.4
@IQ_Stimulator Hat sich Fehlerteufel eingeschlichen wenn man zu schnell tippt und anschließend nicht kontrolliert, Soll heißen: ,schonwieder‘	OTHER	OTHER	-0.3
Bundeskanzler #Kurz wird sicherlich nicht noch einmal bei Maischberger sitzen. Bei einer Frau ohne Anstand keinerlei Erziehung und Achtung vor Andersdenkende. Eine Heuchelnde Anhängerin der Diktatur das ist Frau Maischberger. |LBR| #maischberger	OFFENSE	INSULT	-1.0
@petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Habe andere Erfahrungen gemacht, in der Schweiz war es kein Problem und hier in Ungarn auch nicht,in NY kannst Du überall Kurse finden.	OTHER	OTHER	-1.0
Schulz ist als Kanzler undenkbar. Zweimal sitzengeblieben und ohne Schulabschluss. Eine |LBR| Schande für die SPD und ein Armutszeichen. für D.	OFFENSE	INSULT	-1.0
SPD ist für DE nicht wählbar dieses üble Pack fordert d Familiennachzug für alle Muslimische Invasoren Forderung von Malu Dreyer Schulz |LBR| AFD	OFFENSE	ABUSE	-2.4000000000000004
@fr @HeikoMaas Sie sind ein Steuerbetrüger und haben die einzige demokratische Partei Deutschlands AfD, nicht zu beleidigen! Bald sind Sie verschwunden!	OFFENSE	INSULT	-1.7000000000000002
Sanktionen gegen Russland sind Eigentore und schaden den |LBR| Europäern. Jagt sie davon, diese "Verhänger". Wir brauchen sie nicht.	OTHER	OTHER	-2.0
@Martin_Sellner Die Linke Arroganz wird schon noch ihre Ohrfeigen bekommen wenn so "TAPFERE Blödies" wie M.Albrecht länger am Watschenbaum rütteln !	OFFENSE	INSULT	-1.0
@Grals_Hueter @sebwan1 Selbst das sollte uns zu Denken geben.	OTHER	OTHER	-0.3
@ultrabreit @KontaktVito @echter_Stock Hatte schon Angst das ich ab jetzt nur noch an den Baum oder in die Hecke pissen darf.	OFFENSE	PROFANITY	-1.0
@ostfale @tagesschau Vasallen Merkels melden sich zu Wort!!!	OFFENSE	INSULT	-1.0
Ich wundere mich immer wieder wieviele dumme Menschen es in Deutschland gibt. 70 Jahre Gehirnwäsche hat ihre Spuren hinterlassen.	OFFENSE	ABUSE	-2.7
Irgendwie verständlich daß Berlusconi diesen #Schulz mit einem KZ-Aufseher verglich.	OFFENSE	INSULT	-0.7
@Beatrix_vStorch @hrfernsehen Setz dir mal keinen falschen Lorbeerkranz auf die schmierige Frisur, Mohammed!!: das tut die Deutsche Gesellschaft, bestehend  aus Gutmenschen, Duckmäusern und Hatern schon ganz von selbst... (orientierungslose Jugendliche in die Hände von Moslems treiben)	OFFENSE	INSULT	-2.4
@Lotstep1 @SteinbachErika Nix Sezession, der Ruhrpott ist mir,woll! Und wer dat nich will dem komm ich dabei !Bei mir weht die DEUTSCHE FAHNE, nicht wie Merkel die unsere Fahne in den Dreck schmeißt und draufspuckt! Das Video kennt jeder,das ist ihre Einstellung zu unserem Land ! Blutmerkel !	OFFENSE	ABUSE	-1.0
@MFHeine @Frank_Pasemann @AfDKoeln Leute merkt es euch....Finger weg von schlechten Drogen..!!	OTHER	OTHER	-2.0
Wer für das Recht und die Gerechtigkeit unter den Völkern demonstriert und gleichsam zu Gewalt gegen Juden aufruft, der ist klar zu verurteilen, der hat sein Recht auf Demonstration verwirkt und handelt im Widerspruch zum Recht - Islam ist antirassitisch #Jerusalem	OTHER	OTHER	-0.7999999999999998
Seit wenigen Stunden zurück in Deutschland, was für eine lächerliche, manipulierte und verlogene Parteienlandschaft um Murksels Thron.	OFFENSE	INSULT	-1.3
@JuttaMBrandt Na der Typ ist wohl die personifizierte LINKSGRÜNversyphte ABARTIGKEIT ! Das auch noch mit Aufruf zur Gewalt, die den DEUTSCHEN durch Messerschwingenden LIBANESEN-und TÜRKENABSCHAUM angetan werden soll, weil es ja so innovative Unmenschen sind! Wie kommt son Typ an solchen Posten	OFFENSE	ABUSE	-1.0
@RamazanAkbas37 @welt Mit verlaub würde Dummheit Quietschen müssten Sie den ganzen Tag mit einer Öl Kanne herum laufen. Da 95% der Türkei in Asien liegt ist das reines Wunsch denken. Die NATO und EU braucht die Türkei nicht.	OFFENSE	INSULT	-1.0
@Heinrich_Krug HeinrichKrug lass dich von diesen Merkel Vasall nicht ärgern! Einfach diese Vasallen ignorieren!!!	OFFENSE	INSULT	-3.7
